/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Dataset: cora-full | #Nodes: 18800 | #Edges: 144170 | #Classes: 70 |#Features: 8710
Epoch 00013 | Loss(train) 3.4849 | Acc(train) 0.2354 | Acc(val) 0.3191 |*
Epoch 00014 | Loss(train) 3.4226 | Acc(train) 0.2638 | Acc(val) 0.3580 |*
Epoch 00015 | Loss(train) 3.3799 | Acc(train) 0.2856 | Acc(val) 0.3872 |*
Epoch 00016 | Loss(train) 3.3113 | Acc(train) 0.3008 | Acc(val) 0.4090 |*
Epoch 00017 | Loss(train) 3.2573 | Acc(train) 0.2992 | Acc(val) 0.4191 |*
Epoch 00018 | Loss(train) 3.1662 | Acc(train) 0.3184 | Acc(val) 0.4160 |
Epoch 00019 | Loss(train) 3.1340 | Acc(train) 0.3176 | Acc(val) 0.4149 |
Epoch 00020 | Loss(train) 3.0845 | Acc(train) 0.3202 | Acc(val) 0.4138 |
Epoch 00021 | Loss(train) 3.0570 | Acc(train) 0.3165 | Acc(val) 0.4101 |
Epoch 00022 | Loss(train) 3.0295 | Acc(train) 0.3122 | Acc(val) 0.4138 |
Epoch 00023 | Loss(train) 2.9759 | Acc(train) 0.3221 | Acc(val) 0.4239 |*
Epoch 00024 | Loss(train) 2.9743 | Acc(train) 0.3149 | Acc(val) 0.4340 |*
Epoch 00025 | Loss(train) 2.9378 | Acc(train) 0.3162 | Acc(val) 0.4436 |*
Epoch 00026 | Loss(train) 2.9341 | Acc(train) 0.3231 | Acc(val) 0.4537 |*
Epoch 00027 | Loss(train) 2.8947 | Acc(train) 0.3370 | Acc(val) 0.4723 |*
Epoch 00028 | Loss(train) 2.8190 | Acc(train) 0.3511 | Acc(val) 0.4904 |*
Epoch 00029 | Loss(train) 2.8277 | Acc(train) 0.3457 | Acc(val) 0.5021 |*
Epoch 00030 | Loss(train) 2.8322 | Acc(train) 0.3590 | Acc(val) 0.5096 |*
Epoch 00031 | Loss(train) 2.8075 | Acc(train) 0.3582 | Acc(val) 0.5096 |
Epoch 00032 | Loss(train) 2.7724 | Acc(train) 0.3705 | Acc(val) 0.5090 |
Epoch 00033 | Loss(train) 2.7659 | Acc(train) 0.3694 | Acc(val) 0.5096 |
Epoch 00034 | Loss(train) 2.7608 | Acc(train) 0.3596 | Acc(val) 0.5048 |
Epoch 00035 | Loss(train) 2.7100 | Acc(train) 0.3660 | Acc(val) 0.5000 |
Epoch 00036 | Loss(train) 2.7278 | Acc(train) 0.3774 | Acc(val) 0.4973 |
Epoch 00037 | Loss(train) 2.7094 | Acc(train) 0.3713 | Acc(val) 0.5005 |
Epoch 00038 | Loss(train) 2.6891 | Acc(train) 0.3785 | Acc(val) 0.5096 |
Epoch 00039 | Loss(train) 2.6718 | Acc(train) 0.3864 | Acc(val) 0.5170 |*
Epoch 00040 | Loss(train) 2.6983 | Acc(train) 0.3745 | Acc(val) 0.5250 |*
Epoch 00041 | Loss(train) 2.6629 | Acc(train) 0.3880 | Acc(val) 0.5309 |*
Epoch 00042 | Loss(train) 2.6562 | Acc(train) 0.3907 | Acc(val) 0.5351 |*
Epoch 00043 | Loss(train) 2.6412 | Acc(train) 0.3851 | Acc(val) 0.5426 |*
Epoch 00044 | Loss(train) 2.6464 | Acc(train) 0.3939 | Acc(val) 0.5431 |*
Epoch 00045 | Loss(train) 2.6272 | Acc(train) 0.3886 | Acc(val) 0.5426 |
Epoch 00046 | Loss(train) 2.6386 | Acc(train) 0.3920 | Acc(val) 0.5367 |
Epoch 00047 | Loss(train) 2.6248 | Acc(train) 0.4029 | Acc(val) 0.5351 |
Epoch 00048 | Loss(train) 2.6079 | Acc(train) 0.3968 | Acc(val) 0.5362 |
Epoch 00049 | Loss(train) 2.6216 | Acc(train) 0.4048 | Acc(val) 0.5399 |
Epoch 00050 | Loss(train) 2.5736 | Acc(train) 0.3960 | Acc(val) 0.5404 |
Epoch 00051 | Loss(train) 2.6210 | Acc(train) 0.3941 | Acc(val) 0.5420 |
Epoch 00052 | Loss(train) 2.5786 | Acc(train) 0.4037 | Acc(val) 0.5431 |
Epoch 00053 | Loss(train) 2.6232 | Acc(train) 0.4013 | Acc(val) 0.5457 |*
Epoch 00054 | Loss(train) 2.5667 | Acc(train) 0.4005 | Acc(val) 0.5484 |*
Epoch 00055 | Loss(train) 2.5446 | Acc(train) 0.4146 | Acc(val) 0.5505 |*
Epoch 00056 | Loss(train) 2.5898 | Acc(train) 0.3976 | Acc(val) 0.5468 |
Epoch 00057 | Loss(train) 2.5377 | Acc(train) 0.4205 | Acc(val) 0.5484 |
Epoch 00058 | Loss(train) 2.5502 | Acc(train) 0.4152 | Acc(val) 0.5527 |*
Epoch 00059 | Loss(train) 2.5757 | Acc(train) 0.4056 | Acc(val) 0.5548 |*
Epoch 00060 | Loss(train) 2.5449 | Acc(train) 0.4160 | Acc(val) 0.5585 |*
Epoch 00061 | Loss(train) 2.5619 | Acc(train) 0.4181 | Acc(val) 0.5580 |
Epoch 00062 | Loss(train) 2.5568 | Acc(train) 0.4008 | Acc(val) 0.5596 |*
Epoch 00063 | Loss(train) 2.5585 | Acc(train) 0.4043 | Acc(val) 0.5596 |
Epoch 00064 | Loss(train) 2.5700 | Acc(train) 0.4059 | Acc(val) 0.5580 |
Epoch 00065 | Loss(train) 2.5271 | Acc(train) 0.4120 | Acc(val) 0.5596 |
Epoch 00066 | Loss(train) 2.5636 | Acc(train) 0.4112 | Acc(val) 0.5569 |
Epoch 00067 | Loss(train) 2.5689 | Acc(train) 0.4005 | Acc(val) 0.5564 |
Epoch 00068 | Loss(train) 2.5181 | Acc(train) 0.4301 | Acc(val) 0.5548 |
Epoch 00069 | Loss(train) 2.5240 | Acc(train) 0.4098 | Acc(val) 0.5553 |
Epoch 00070 | Loss(train) 2.5649 | Acc(train) 0.4136 | Acc(val) 0.5543 |
Epoch 00071 | Loss(train) 2.5314 | Acc(train) 0.4173 | Acc(val) 0.5590 |
Epoch 00072 | Loss(train) 2.5558 | Acc(train) 0.4141 | Acc(val) 0.5612 |*
Epoch 00073 | Loss(train) 2.5185 | Acc(train) 0.4226 | Acc(val) 0.5633 |*
Epoch 00074 | Loss(train) 2.5755 | Acc(train) 0.4130 | Acc(val) 0.5638 |*
Epoch 00075 | Loss(train) 2.5340 | Acc(train) 0.4157 | Acc(val) 0.5622 |
Epoch 00076 | Loss(train) 2.5270 | Acc(train) 0.4242 | Acc(val) 0.5574 |
Epoch 00077 | Loss(train) 2.4894 | Acc(train) 0.4277 | Acc(val) 0.5532 |
Epoch 00078 | Loss(train) 2.5529 | Acc(train) 0.4120 | Acc(val) 0.5532 |
Epoch 00079 | Loss(train) 2.5033 | Acc(train) 0.4234 | Acc(val) 0.5537 |
Epoch 00080 | Loss(train) 2.5081 | Acc(train) 0.4170 | Acc(val) 0.5511 |
Epoch 00081 | Loss(train) 2.5117 | Acc(train) 0.4152 | Acc(val) 0.5569 |
Epoch 00082 | Loss(train) 2.5213 | Acc(train) 0.4263 | Acc(val) 0.5628 |
Epoch 00083 | Loss(train) 2.5563 | Acc(train) 0.4120 | Acc(val) 0.5676 |*
Epoch 00084 | Loss(train) 2.5416 | Acc(train) 0.4106 | Acc(val) 0.5638 |
Epoch 00085 | Loss(train) 2.4871 | Acc(train) 0.4269 | Acc(val) 0.5644 |
Epoch 00086 | Loss(train) 2.4874 | Acc(train) 0.4346 | Acc(val) 0.5654 |
Epoch 00087 | Loss(train) 2.5278 | Acc(train) 0.4186 | Acc(val) 0.5628 |
Epoch 00088 | Loss(train) 2.5127 | Acc(train) 0.4189 | Acc(val) 0.5622 |
Epoch 00089 | Loss(train) 2.5466 | Acc(train) 0.4160 | Acc(val) 0.5633 |
Epoch 00090 | Loss(train) 2.5098 | Acc(train) 0.4242 | Acc(val) 0.5649 |
Epoch 00091 | Loss(train) 2.5549 | Acc(train) 0.4154 | Acc(val) 0.5665 |
Epoch 00092 | Loss(train) 2.5170 | Acc(train) 0.4226 | Acc(val) 0.5649 |
Epoch 00093 | Loss(train) 2.5320 | Acc(train) 0.4189 | Acc(val) 0.5649 |
Epoch 00094 | Loss(train) 2.5254 | Acc(train) 0.4109 | Acc(val) 0.5633 |
Epoch 00095 | Loss(train) 2.5299 | Acc(train) 0.4101 | Acc(val) 0.5628 |
Epoch 00096 | Loss(train) 2.5266 | Acc(train) 0.4154 | Acc(val) 0.5612 |
Epoch 00097 | Loss(train) 2.5243 | Acc(train) 0.4114 | Acc(val) 0.5633 |
Epoch 00098 | Loss(train) 2.5193 | Acc(train) 0.4210 | Acc(val) 0.5649 |
Epoch 00099 | Loss(train) 2.5397 | Acc(train) 0.4173 | Acc(val) 0.5649 |
Epoch 00100 | Loss(train) 2.5244 | Acc(train) 0.4191 | Acc(val) 0.5638 |
Epoch 00101 | Loss(train) 2.5455 | Acc(train) 0.4149 | Acc(val) 0.5606 |
Epoch 00102 | Loss(train) 2.5174 | Acc(train) 0.4152 | Acc(val) 0.5543 |
Epoch 00103 | Loss(train) 2.5496 | Acc(train) 0.4168 | Acc(val) 0.5527 |
Epoch 00104 | Loss(train) 2.5279 | Acc(train) 0.4181 | Acc(val) 0.5564 |
Epoch 00105 | Loss(train) 2.5380 | Acc(train) 0.4191 | Acc(val) 0.5649 |
Epoch 00106 | Loss(train) 2.4881 | Acc(train) 0.4229 | Acc(val) 0.5681 |*
Epoch 00107 | Loss(train) 2.5257 | Acc(train) 0.4250 | Acc(val) 0.5691 |*
Epoch 00108 | Loss(train) 2.4914 | Acc(train) 0.4338 | Acc(val) 0.5665 |
Epoch 00109 | Loss(train) 2.5066 | Acc(train) 0.4327 | Acc(val) 0.5628 |
Epoch 00110 | Loss(train) 2.5141 | Acc(train) 0.4239 | Acc(val) 0.5622 |
Epoch 00111 | Loss(train) 2.4876 | Acc(train) 0.4380 | Acc(val) 0.5633 |
Epoch 00112 | Loss(train) 2.5060 | Acc(train) 0.4250 | Acc(val) 0.5644 |
Epoch 00113 | Loss(train) 2.5464 | Acc(train) 0.4199 | Acc(val) 0.5654 |
Epoch 00114 | Loss(train) 2.5158 | Acc(train) 0.4231 | Acc(val) 0.5691 |
Epoch 00115 | Loss(train) 2.5240 | Acc(train) 0.4202 | Acc(val) 0.5676 |
Epoch 00116 | Loss(train) 2.4676 | Acc(train) 0.4415 | Acc(val) 0.5660 |
Epoch 00117 | Loss(train) 2.4870 | Acc(train) 0.4314 | Acc(val) 0.5617 |
Epoch 00118 | Loss(train) 2.4869 | Acc(train) 0.4271 | Acc(val) 0.5596 |
Epoch 00119 | Loss(train) 2.4897 | Acc(train) 0.4306 | Acc(val) 0.5580 |
Epoch 00120 | Loss(train) 2.5279 | Acc(train) 0.4120 | Acc(val) 0.5596 |
Epoch 00121 | Loss(train) 2.4778 | Acc(train) 0.4306 | Acc(val) 0.5601 |
Epoch 00122 | Loss(train) 2.5185 | Acc(train) 0.4223 | Acc(val) 0.5644 |
Epoch 00123 | Loss(train) 2.5268 | Acc(train) 0.4096 | Acc(val) 0.5649 |
Epoch 00124 | Loss(train) 2.5402 | Acc(train) 0.4210 | Acc(val) 0.5660 |
Epoch 00125 | Loss(train) 2.4937 | Acc(train) 0.4338 | Acc(val) 0.5702 |*
Epoch 00126 | Loss(train) 2.5023 | Acc(train) 0.4306 | Acc(val) 0.5686 |
Epoch 00127 | Loss(train) 2.5024 | Acc(train) 0.4144 | Acc(val) 0.5707 |*
Epoch 00128 | Loss(train) 2.5024 | Acc(train) 0.4261 | Acc(val) 0.5681 |
Epoch 00129 | Loss(train) 2.4952 | Acc(train) 0.4311 | Acc(val) 0.5628 |
Epoch 00130 | Loss(train) 2.4870 | Acc(train) 0.4274 | Acc(val) 0.5596 |
Epoch 00131 | Loss(train) 2.4538 | Acc(train) 0.4378 | Acc(val) 0.5580 |
Epoch 00132 | Loss(train) 2.4678 | Acc(train) 0.4399 | Acc(val) 0.5633 |
Epoch 00133 | Loss(train) 2.5213 | Acc(train) 0.4130 | Acc(val) 0.5665 |
Epoch 00134 | Loss(train) 2.5019 | Acc(train) 0.4184 | Acc(val) 0.5697 |
Epoch 00135 | Loss(train) 2.4687 | Acc(train) 0.4319 | Acc(val) 0.5739 |*
Epoch 00136 | Loss(train) 2.5354 | Acc(train) 0.4218 | Acc(val) 0.5723 |
Epoch 00137 | Loss(train) 2.4660 | Acc(train) 0.4375 | Acc(val) 0.5707 |
Epoch 00138 | Loss(train) 2.4726 | Acc(train) 0.4311 | Acc(val) 0.5702 |
Epoch 00139 | Loss(train) 2.4846 | Acc(train) 0.4245 | Acc(val) 0.5691 |
Epoch 00140 | Loss(train) 2.5022 | Acc(train) 0.4197 | Acc(val) 0.5649 |
Epoch 00141 | Loss(train) 2.5369 | Acc(train) 0.4152 | Acc(val) 0.5681 |
Epoch 00142 | Loss(train) 2.5256 | Acc(train) 0.4165 | Acc(val) 0.5654 |
Epoch 00143 | Loss(train) 2.4817 | Acc(train) 0.4306 | Acc(val) 0.5686 |
Epoch 00144 | Loss(train) 2.5185 | Acc(train) 0.4199 | Acc(val) 0.5649 |
Epoch 00145 | Loss(train) 2.5027 | Acc(train) 0.4215 | Acc(val) 0.5617 |
Epoch 00146 | Loss(train) 2.5151 | Acc(train) 0.4261 | Acc(val) 0.5633 |
Epoch 00147 | Loss(train) 2.4969 | Acc(train) 0.4263 | Acc(val) 0.5686 |
Epoch 00148 | Loss(train) 2.5169 | Acc(train) 0.4255 | Acc(val) 0.5660 |
Epoch 00149 | Loss(train) 2.4486 | Acc(train) 0.4399 | Acc(val) 0.5633 |
Epoch 00150 | Loss(train) 2.5455 | Acc(train) 0.4133 | Acc(val) 0.5596 |
Epoch 00151 | Loss(train) 2.4652 | Acc(train) 0.4261 | Acc(val) 0.5585 |
Epoch 00152 | Loss(train) 2.4872 | Acc(train) 0.4205 | Acc(val) 0.5569 |
Epoch 00153 | Loss(train) 2.4904 | Acc(train) 0.4282 | Acc(val) 0.5569 |
Epoch 00154 | Loss(train) 2.4978 | Acc(train) 0.4234 | Acc(val) 0.5638 |
Epoch 00155 | Loss(train) 2.4865 | Acc(train) 0.4184 | Acc(val) 0.5676 |
Epoch 00156 | Loss(train) 2.5080 | Acc(train) 0.4194 | Acc(val) 0.5697 |
Epoch 00157 | Loss(train) 2.4572 | Acc(train) 0.4434 | Acc(val) 0.5707 |
Epoch 00158 | Loss(train) 2.4755 | Acc(train) 0.4396 | Acc(val) 0.5707 |
Epoch 00159 | Loss(train) 2.4912 | Acc(train) 0.4226 | Acc(val) 0.5660 |
Epoch 00160 | Loss(train) 2.4709 | Acc(train) 0.4439 | Acc(val) 0.5649 |
Epoch 00161 | Loss(train) 2.4968 | Acc(train) 0.4298 | Acc(val) 0.5649 |
Epoch 00162 | Loss(train) 2.5107 | Acc(train) 0.4274 | Acc(val) 0.5633 |
Epoch 00163 | Loss(train) 2.5186 | Acc(train) 0.4093 | Acc(val) 0.5606 |
Epoch 00164 | Loss(train) 2.5257 | Acc(train) 0.4205 | Acc(val) 0.5622 |
Epoch 00165 | Loss(train) 2.4980 | Acc(train) 0.4263 | Acc(val) 0.5670 |
Epoch 00166 | Loss(train) 2.4621 | Acc(train) 0.4356 | Acc(val) 0.5691 |
Epoch 00167 | Loss(train) 2.4550 | Acc(train) 0.4375 | Acc(val) 0.5739 |
Epoch 00168 | Loss(train) 2.4847 | Acc(train) 0.4250 | Acc(val) 0.5729 |
Epoch 00169 | Loss(train) 2.4862 | Acc(train) 0.4311 | Acc(val) 0.5702 |
Epoch 00170 | Loss(train) 2.4548 | Acc(train) 0.4378 | Acc(val) 0.5713 |
Epoch 00171 | Loss(train) 2.4796 | Acc(train) 0.4191 | Acc(val) 0.5707 |
Epoch 00172 | Loss(train) 2.4970 | Acc(train) 0.4271 | Acc(val) 0.5723 |
Epoch 00173 | Loss(train) 2.4937 | Acc(train) 0.4239 | Acc(val) 0.5713 |
Epoch 00174 | Loss(train) 2.4776 | Acc(train) 0.4364 | Acc(val) 0.5729 |
Epoch 00175 | Loss(train) 2.5161 | Acc(train) 0.4231 | Acc(val) 0.5676 |
Epoch 00176 | Loss(train) 2.5029 | Acc(train) 0.4282 | Acc(val) 0.5617 |
Epoch 00177 | Loss(train) 2.4861 | Acc(train) 0.4301 | Acc(val) 0.5596 |
Epoch 00178 | Loss(train) 2.4845 | Acc(train) 0.4277 | Acc(val) 0.5590 |
Epoch 00179 | Loss(train) 2.4981 | Acc(train) 0.4258 | Acc(val) 0.5622 |
Epoch 00180 | Loss(train) 2.4761 | Acc(train) 0.4285 | Acc(val) 0.5654 |
Epoch 00181 | Loss(train) 2.4954 | Acc(train) 0.4247 | Acc(val) 0.5702 |
Epoch 00182 | Loss(train) 2.4764 | Acc(train) 0.4418 | Acc(val) 0.5665 |
Epoch 00183 | Loss(train) 2.4748 | Acc(train) 0.4277 | Acc(val) 0.5654 |
Epoch 00184 | Loss(train) 2.4710 | Acc(train) 0.4298 | Acc(val) 0.5633 |
Early stopping at epoch 184
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'CaGCN', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.5}, gnn={'type': 'gat', 'num_layer': 2, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 713.53 MB
GPU Memory Reserved: 2060.00 MB
Exp 5/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2526 | Acc(train) 0.0160 | Acc(val) 0.1335 |*
Epoch 00002 | Loss(train) 4.2105 | Acc(train) 0.0987 | Acc(val) 0.1229 |
Epoch 00003 | Loss(train) 4.1554 | Acc(train) 0.1293 | Acc(val) 0.1207 |
Epoch 00004 | Loss(train) 4.0862 | Acc(train) 0.1309 | Acc(val) 0.1181 |
Epoch 00005 | Loss(train) 4.0093 | Acc(train) 0.1303 | Acc(val) 0.1101 |
Epoch 00006 | Loss(train) 3.9207 | Acc(train) 0.1253 | Acc(val) 0.1074 |
Epoch 00007 | Loss(train) 3.8594 | Acc(train) 0.1245 | Acc(val) 0.1122 |
Epoch 00008 | Loss(train) 3.8071 | Acc(train) 0.1170 | Acc(val) 0.1271 |
Epoch 00009 | Loss(train) 3.7422 | Acc(train) 0.1396 | Acc(val) 0.1564 |*
Epoch 00010 | Loss(train) 3.6852 | Acc(train) 0.1495 | Acc(val) 0.1798 |*
Epoch 00011 | Loss(train) 3.6221 | Acc(train) 0.1684 | Acc(val) 0.2011 |*
Epoch 00012 | Loss(train) 3.5454 | Acc(train) 0.2043 | Acc(val) 0.2351 |*
Epoch 00013 | Loss(train) 3.4816 | Acc(train) 0.2293 | Acc(val) 0.2782 |*
Epoch 00014 | Loss(train) 3.4381 | Acc(train) 0.2452 | Acc(val) 0.3277 |*
Epoch 00015 | Loss(train) 3.3602 | Acc(train) 0.2702 | Acc(val) 0.3686 |*
Epoch 00016 | Loss(train) 3.3029 | Acc(train) 0.2960 | Acc(val) 0.3920 |*
Epoch 00017 | Loss(train) 3.2351 | Acc(train) 0.2918 | Acc(val) 0.4096 |*
Epoch 00018 | Loss(train) 3.2032 | Acc(train) 0.3189 | Acc(val) 0.4176 |*
Epoch 00019 | Loss(train) 3.1467 | Acc(train) 0.3112 | Acc(val) 0.4186 |*
Epoch 00020 | Loss(train) 3.1047 | Acc(train) 0.3090 | Acc(val) 0.4160 |
Epoch 00021 | Loss(train) 3.0813 | Acc(train) 0.3019 | Acc(val) 0.4160 |
Epoch 00022 | Loss(train) 3.0365 | Acc(train) 0.3059 | Acc(val) 0.4170 |
Epoch 00023 | Loss(train) 3.0041 | Acc(train) 0.3077 | Acc(val) 0.4191 |*
Epoch 00024 | Loss(train) 2.9900 | Acc(train) 0.3056 | Acc(val) 0.4271 |*
Epoch 00025 | Loss(train) 2.9313 | Acc(train) 0.3114 | Acc(val) 0.4399 |*
Epoch 00026 | Loss(train) 2.9625 | Acc(train) 0.3136 | Acc(val) 0.4511 |*
Epoch 00027 | Loss(train) 2.9086 | Acc(train) 0.3170 | Acc(val) 0.4681 |*
Epoch 00028 | Loss(train) 2.8191 | Acc(train) 0.3548 | Acc(val) 0.4819 |*
Epoch 00029 | Loss(train) 2.8621 | Acc(train) 0.3460 | Acc(val) 0.4947 |*
Epoch 00030 | Loss(train) 2.8234 | Acc(train) 0.3540 | Acc(val) 0.5016 |*
Epoch 00031 | Loss(train) 2.8391 | Acc(train) 0.3370 | Acc(val) 0.5090 |*
Epoch 00032 | Loss(train) 2.7938 | Acc(train) 0.3590 | Acc(val) 0.5096 |*
Epoch 00033 | Loss(train) 2.7533 | Acc(train) 0.3689 | Acc(val) 0.5106 |*
Epoch 00034 | Loss(train) 2.7522 | Acc(train) 0.3668 | Acc(val) 0.5080 |
Epoch 00035 | Loss(train) 2.7564 | Acc(train) 0.3620 | Acc(val) 0.5074 |
Epoch 00036 | Loss(train) 2.7357 | Acc(train) 0.3662 | Acc(val) 0.4995 |
Epoch 00037 | Loss(train) 2.7086 | Acc(train) 0.3684 | Acc(val) 0.4995 |
Epoch 00038 | Loss(train) 2.7138 | Acc(train) 0.3662 | Acc(val) 0.4995 |
Epoch 00039 | Loss(train) 2.7141 | Acc(train) 0.3660 | Acc(val) 0.4989 |
Epoch 00040 | Loss(train) 2.7040 | Acc(train) 0.3691 | Acc(val) 0.5037 |
Epoch 00041 | Loss(train) 2.6951 | Acc(train) 0.3798 | Acc(val) 0.5064 |
Epoch 00042 | Loss(train) 2.6772 | Acc(train) 0.3809 | Acc(val) 0.5138 |*
Epoch 00043 | Loss(train) 2.6477 | Acc(train) 0.3830 | Acc(val) 0.5154 |*
Epoch 00044 | Loss(train) 2.6815 | Acc(train) 0.3763 | Acc(val) 0.5250 |*
Epoch 00045 | Loss(train) 2.6234 | Acc(train) 0.3886 | Acc(val) 0.5309 |*
Epoch 00046 | Loss(train) 2.6514 | Acc(train) 0.3891 | Acc(val) 0.5340 |*
Epoch 00047 | Loss(train) 2.6197 | Acc(train) 0.4064 | Acc(val) 0.5351 |*
Epoch 00048 | Loss(train) 2.6380 | Acc(train) 0.3851 | Acc(val) 0.5356 |*
Epoch 00049 | Loss(train) 2.6325 | Acc(train) 0.3904 | Acc(val) 0.5362 |*
Epoch 00050 | Loss(train) 2.6026 | Acc(train) 0.3944 | Acc(val) 0.5431 |*
Epoch 00051 | Loss(train) 2.5861 | Acc(train) 0.4019 | Acc(val) 0.5479 |*
Epoch 00052 | Loss(train) 2.6155 | Acc(train) 0.4093 | Acc(val) 0.5511 |*
Epoch 00053 | Loss(train) 2.5798 | Acc(train) 0.4074 | Acc(val) 0.5516 |*
Epoch 00054 | Loss(train) 2.6203 | Acc(train) 0.3981 | Acc(val) 0.5452 |
Epoch 00055 | Loss(train) 2.6001 | Acc(train) 0.4098 | Acc(val) 0.5431 |
Epoch 00056 | Loss(train) 2.5770 | Acc(train) 0.3987 | Acc(val) 0.5388 |
Epoch 00057 | Loss(train) 2.6026 | Acc(train) 0.3989 | Acc(val) 0.5362 |
Epoch 00058 | Loss(train) 2.5727 | Acc(train) 0.4085 | Acc(val) 0.5362 |
Epoch 00059 | Loss(train) 2.5617 | Acc(train) 0.4019 | Acc(val) 0.5340 |
Epoch 00060 | Loss(train) 2.5759 | Acc(train) 0.4061 | Acc(val) 0.5399 |
Epoch 00061 | Loss(train) 2.5573 | Acc(train) 0.4120 | Acc(val) 0.5452 |
Epoch 00062 | Loss(train) 2.5540 | Acc(train) 0.4114 | Acc(val) 0.5537 |*
Epoch 00063 | Loss(train) 2.5619 | Acc(train) 0.4146 | Acc(val) 0.5559 |*
Epoch 00064 | Loss(train) 2.5430 | Acc(train) 0.4101 | Acc(val) 0.5580 |*
Epoch 00065 | Loss(train) 2.5708 | Acc(train) 0.4056 | Acc(val) 0.5612 |*
Epoch 00066 | Loss(train) 2.5591 | Acc(train) 0.4013 | Acc(val) 0.5622 |*
Epoch 00067 | Loss(train) 2.5583 | Acc(train) 0.4029 | Acc(val) 0.5606 |
Epoch 00068 | Loss(train) 2.5409 | Acc(train) 0.4114 | Acc(val) 0.5590 |
Epoch 00069 | Loss(train) 2.5331 | Acc(train) 0.4085 | Acc(val) 0.5564 |
Epoch 00070 | Loss(train) 2.5228 | Acc(train) 0.4258 | Acc(val) 0.5559 |
Epoch 00071 | Loss(train) 2.5670 | Acc(train) 0.4048 | Acc(val) 0.5585 |
Epoch 00072 | Loss(train) 2.5359 | Acc(train) 0.4165 | Acc(val) 0.5548 |
Epoch 00073 | Loss(train) 2.5328 | Acc(train) 0.4088 | Acc(val) 0.5590 |
Epoch 00074 | Loss(train) 2.5468 | Acc(train) 0.4077 | Acc(val) 0.5606 |
Epoch 00075 | Loss(train) 2.5161 | Acc(train) 0.4311 | Acc(val) 0.5601 |
Epoch 00076 | Loss(train) 2.5485 | Acc(train) 0.4221 | Acc(val) 0.5628 |*
Epoch 00077 | Loss(train) 2.4832 | Acc(train) 0.4378 | Acc(val) 0.5670 |*
Epoch 00078 | Loss(train) 2.5778 | Acc(train) 0.4048 | Acc(val) 0.5654 |
Epoch 00079 | Loss(train) 2.5055 | Acc(train) 0.4168 | Acc(val) 0.5670 |
Epoch 00080 | Loss(train) 2.5148 | Acc(train) 0.4242 | Acc(val) 0.5638 |
Epoch 00081 | Loss(train) 2.5018 | Acc(train) 0.4277 | Acc(val) 0.5622 |
Epoch 00082 | Loss(train) 2.5211 | Acc(train) 0.4112 | Acc(val) 0.5596 |
Epoch 00083 | Loss(train) 2.5094 | Acc(train) 0.4117 | Acc(val) 0.5574 |
Epoch 00084 | Loss(train) 2.4896 | Acc(train) 0.4306 | Acc(val) 0.5569 |
Epoch 00085 | Loss(train) 2.4963 | Acc(train) 0.4234 | Acc(val) 0.5580 |
Epoch 00086 | Loss(train) 2.5695 | Acc(train) 0.4016 | Acc(val) 0.5596 |
Epoch 00087 | Loss(train) 2.4971 | Acc(train) 0.4234 | Acc(val) 0.5644 |
Epoch 00088 | Loss(train) 2.5280 | Acc(train) 0.4186 | Acc(val) 0.5691 |*
Epoch 00089 | Loss(train) 2.4927 | Acc(train) 0.4234 | Acc(val) 0.5702 |*
Epoch 00090 | Loss(train) 2.5168 | Acc(train) 0.4165 | Acc(val) 0.5697 |
Epoch 00091 | Loss(train) 2.5198 | Acc(train) 0.4189 | Acc(val) 0.5691 |
Epoch 00092 | Loss(train) 2.5140 | Acc(train) 0.4205 | Acc(val) 0.5676 |
Epoch 00093 | Loss(train) 2.5063 | Acc(train) 0.4215 | Acc(val) 0.5660 |
Epoch 00094 | Loss(train) 2.5064 | Acc(train) 0.4255 | Acc(val) 0.5676 |
Epoch 00095 | Loss(train) 2.5227 | Acc(train) 0.4245 | Acc(val) 0.5665 |
Epoch 00096 | Loss(train) 2.5323 | Acc(train) 0.4202 | Acc(val) 0.5644 |
Epoch 00097 | Loss(train) 2.5043 | Acc(train) 0.4261 | Acc(val) 0.5649 |
Epoch 00098 | Loss(train) 2.4869 | Acc(train) 0.4287 | Acc(val) 0.5644 |
Epoch 00099 | Loss(train) 2.5171 | Acc(train) 0.4197 | Acc(val) 0.5644 |
Epoch 00100 | Loss(train) 2.5574 | Acc(train) 0.4168 | Acc(val) 0.5638 |
Epoch 00101 | Loss(train) 2.5032 | Acc(train) 0.4229 | Acc(val) 0.5665 |
Epoch 00102 | Loss(train) 2.5095 | Acc(train) 0.4247 | Acc(val) 0.5633 |
