  NumNodes: 19717
  NumEdges: 88651
  NumFeats: 500
  NumClasses: 3
  NumTrainingSamples: 60
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: pubmed | #Nodes: 19717 | #Edges: 108365 | #Classes: 3 |#Features: 500
Epoch 00006 | Loss(train) 1.0597 | Acc(train) 0.5209 | Acc(val) 0.5502 |*
Epoch 00007 | Loss(train) 1.0524 | Acc(train) 0.5247 | Acc(val) 0.5786 |*
Epoch 00008 | Loss(train) 1.0465 | Acc(train) 0.5290 | Acc(val) 0.5958 |*
Epoch 00009 | Loss(train) 1.0395 | Acc(train) 0.5369 | Acc(val) 0.6050 |*
Epoch 00010 | Loss(train) 1.0322 | Acc(train) 0.5562 | Acc(val) 0.6121 |*
Epoch 00011 | Loss(train) 1.0269 | Acc(train) 0.5399 | Acc(val) 0.6232 |*
Epoch 00012 | Loss(train) 1.0194 | Acc(train) 0.5595 | Acc(val) 0.6324 |*
Epoch 00013 | Loss(train) 1.0166 | Acc(train) 0.5399 | Acc(val) 0.6445 |*
Epoch 00014 | Loss(train) 1.0109 | Acc(train) 0.5503 | Acc(val) 0.6496 |*
Epoch 00015 | Loss(train) 1.0040 | Acc(train) 0.5701 | Acc(val) 0.6506 |*
Epoch 00016 | Loss(train) 0.9971 | Acc(train) 0.5640 | Acc(val) 0.6526 |*
Epoch 00017 | Loss(train) 0.9937 | Acc(train) 0.5645 | Acc(val) 0.6557 |*
Epoch 00018 | Loss(train) 0.9866 | Acc(train) 0.5635 | Acc(val) 0.6592 |*
Epoch 00019 | Loss(train) 0.9790 | Acc(train) 0.5803 | Acc(val) 0.6608 |*
Epoch 00020 | Loss(train) 0.9755 | Acc(train) 0.5798 | Acc(val) 0.6648 |*
Epoch 00021 | Loss(train) 0.9695 | Acc(train) 0.5770 | Acc(val) 0.6668 |*
Epoch 00022 | Loss(train) 0.9647 | Acc(train) 0.5722 | Acc(val) 0.6678 |*
Epoch 00023 | Loss(train) 0.9547 | Acc(train) 0.5940 | Acc(val) 0.6684 |*
Epoch 00024 | Loss(train) 0.9490 | Acc(train) 0.5881 | Acc(val) 0.6653 |
Epoch 00025 | Loss(train) 0.9452 | Acc(train) 0.5889 | Acc(val) 0.6668 |
Epoch 00026 | Loss(train) 0.9348 | Acc(train) 0.6069 | Acc(val) 0.6673 |
Epoch 00027 | Loss(train) 0.9307 | Acc(train) 0.6094 | Acc(val) 0.6729 |*
Epoch 00028 | Loss(train) 0.9272 | Acc(train) 0.6188 | Acc(val) 0.6785 |*
Epoch 00029 | Loss(train) 0.9224 | Acc(train) 0.6173 | Acc(val) 0.6831 |*
Epoch 00030 | Loss(train) 0.9130 | Acc(train) 0.6231 | Acc(val) 0.6876 |*
Epoch 00031 | Loss(train) 0.9020 | Acc(train) 0.6358 | Acc(val) 0.6942 |*
Epoch 00032 | Loss(train) 0.9002 | Acc(train) 0.6366 | Acc(val) 0.6962 |*
Epoch 00033 | Loss(train) 0.8928 | Acc(train) 0.6345 | Acc(val) 0.7039 |*
Epoch 00034 | Loss(train) 0.8872 | Acc(train) 0.6508 | Acc(val) 0.7089 |*
Epoch 00035 | Loss(train) 0.8795 | Acc(train) 0.6652 | Acc(val) 0.7145 |*
Epoch 00036 | Loss(train) 0.8796 | Acc(train) 0.6531 | Acc(val) 0.7201 |*
Epoch 00037 | Loss(train) 0.8716 | Acc(train) 0.6571 | Acc(val) 0.7231 |*
Epoch 00038 | Loss(train) 0.8642 | Acc(train) 0.6668 | Acc(val) 0.7328 |*
Epoch 00039 | Loss(train) 0.8603 | Acc(train) 0.6609 | Acc(val) 0.7388 |*
Epoch 00040 | Loss(train) 0.8530 | Acc(train) 0.6728 | Acc(val) 0.7444 |*
Epoch 00041 | Loss(train) 0.8416 | Acc(train) 0.6825 | Acc(val) 0.7561 |*
Epoch 00042 | Loss(train) 0.8389 | Acc(train) 0.6799 | Acc(val) 0.7617 |*
Epoch 00043 | Loss(train) 0.8300 | Acc(train) 0.6870 | Acc(val) 0.7713 |*
Epoch 00044 | Loss(train) 0.8288 | Acc(train) 0.6901 | Acc(val) 0.7769 |*
Epoch 00045 | Loss(train) 0.8160 | Acc(train) 0.6977 | Acc(val) 0.7809 |*
Epoch 00046 | Loss(train) 0.8167 | Acc(train) 0.7000 | Acc(val) 0.7855 |*
Epoch 00047 | Loss(train) 0.8112 | Acc(train) 0.6941 | Acc(val) 0.7885 |*
Epoch 00048 | Loss(train) 0.7992 | Acc(train) 0.7147 | Acc(val) 0.7921 |*
Epoch 00049 | Loss(train) 0.8045 | Acc(train) 0.7028 | Acc(val) 0.7967 |*
Epoch 00050 | Loss(train) 0.7959 | Acc(train) 0.7048 | Acc(val) 0.7982 |*
Epoch 00051 | Loss(train) 0.7831 | Acc(train) 0.7134 | Acc(val) 0.8032 |*
Epoch 00052 | Loss(train) 0.7786 | Acc(train) 0.7142 | Acc(val) 0.8058 |*
Epoch 00053 | Loss(train) 0.7816 | Acc(train) 0.7147 | Acc(val) 0.8078 |*
Epoch 00054 | Loss(train) 0.7736 | Acc(train) 0.7180 | Acc(val) 0.8088 |*
Epoch 00055 | Loss(train) 0.7644 | Acc(train) 0.7182 | Acc(val) 0.8109 |*
Epoch 00056 | Loss(train) 0.7601 | Acc(train) 0.7281 | Acc(val) 0.8119 |*
Epoch 00057 | Loss(train) 0.7644 | Acc(train) 0.7170 | Acc(val) 0.8129 |*
Epoch 00058 | Loss(train) 0.7485 | Acc(train) 0.7332 | Acc(val) 0.8139 |*
Epoch 00059 | Loss(train) 0.7464 | Acc(train) 0.7347 | Acc(val) 0.8149 |*
Epoch 00060 | Loss(train) 0.7390 | Acc(train) 0.7350 | Acc(val) 0.8164 |*
Epoch 00061 | Loss(train) 0.7399 | Acc(train) 0.7441 | Acc(val) 0.8169 |*
Epoch 00062 | Loss(train) 0.7351 | Acc(train) 0.7373 | Acc(val) 0.8169 |
Epoch 00063 | Loss(train) 0.7279 | Acc(train) 0.7418 | Acc(val) 0.8169 |
Epoch 00064 | Loss(train) 0.7327 | Acc(train) 0.7340 | Acc(val) 0.8205 |*
Epoch 00065 | Loss(train) 0.7158 | Acc(train) 0.7581 | Acc(val) 0.8205 |
Epoch 00066 | Loss(train) 0.7260 | Acc(train) 0.7352 | Acc(val) 0.8220 |*
Epoch 00067 | Loss(train) 0.7159 | Acc(train) 0.7494 | Acc(val) 0.8225 |*
Epoch 00068 | Loss(train) 0.7075 | Acc(train) 0.7545 | Acc(val) 0.8215 |
Epoch 00069 | Loss(train) 0.7050 | Acc(train) 0.7570 | Acc(val) 0.8210 |
Epoch 00070 | Loss(train) 0.7066 | Acc(train) 0.7550 | Acc(val) 0.8245 |*
Epoch 00071 | Loss(train) 0.6988 | Acc(train) 0.7621 | Acc(val) 0.8251 |*
Epoch 00072 | Loss(train) 0.6993 | Acc(train) 0.7545 | Acc(val) 0.8256 |*
Epoch 00073 | Loss(train) 0.6912 | Acc(train) 0.7629 | Acc(val) 0.8271 |*
Epoch 00074 | Loss(train) 0.6850 | Acc(train) 0.7591 | Acc(val) 0.8281 |*
Epoch 00075 | Loss(train) 0.6840 | Acc(train) 0.7583 | Acc(val) 0.8296 |*
Epoch 00076 | Loss(train) 0.6756 | Acc(train) 0.7745 | Acc(val) 0.8306 |*
Epoch 00077 | Loss(train) 0.6779 | Acc(train) 0.7631 | Acc(val) 0.8301 |
Epoch 00078 | Loss(train) 0.6823 | Acc(train) 0.7619 | Acc(val) 0.8301 |
Epoch 00079 | Loss(train) 0.6719 | Acc(train) 0.7626 | Acc(val) 0.8342 |*
Epoch 00080 | Loss(train) 0.6709 | Acc(train) 0.7766 | Acc(val) 0.8327 |
Epoch 00081 | Loss(train) 0.6741 | Acc(train) 0.7621 | Acc(val) 0.8327 |
Epoch 00082 | Loss(train) 0.6657 | Acc(train) 0.7677 | Acc(val) 0.8327 |
Epoch 00083 | Loss(train) 0.6665 | Acc(train) 0.7682 | Acc(val) 0.8327 |
Epoch 00084 | Loss(train) 0.6623 | Acc(train) 0.7725 | Acc(val) 0.8327 |
Epoch 00085 | Loss(train) 0.6545 | Acc(train) 0.7816 | Acc(val) 0.8342 |
Epoch 00086 | Loss(train) 0.6547 | Acc(train) 0.7796 | Acc(val) 0.8342 |
Epoch 00087 | Loss(train) 0.6507 | Acc(train) 0.7786 | Acc(val) 0.8352 |*
Epoch 00088 | Loss(train) 0.6448 | Acc(train) 0.7832 | Acc(val) 0.8347 |
Epoch 00089 | Loss(train) 0.6473 | Acc(train) 0.7781 | Acc(val) 0.8342 |
Epoch 00090 | Loss(train) 0.6523 | Acc(train) 0.7723 | Acc(val) 0.8342 |
Epoch 00091 | Loss(train) 0.6405 | Acc(train) 0.7804 | Acc(val) 0.8362 |*
Epoch 00092 | Loss(train) 0.6476 | Acc(train) 0.7740 | Acc(val) 0.8362 |
Epoch 00093 | Loss(train) 0.6297 | Acc(train) 0.7849 | Acc(val) 0.8377 |*
Epoch 00094 | Loss(train) 0.6296 | Acc(train) 0.7892 | Acc(val) 0.8382 |*
Epoch 00095 | Loss(train) 0.6372 | Acc(train) 0.7801 | Acc(val) 0.8392 |*
Epoch 00096 | Loss(train) 0.6312 | Acc(train) 0.7870 | Acc(val) 0.8382 |
Epoch 00097 | Loss(train) 0.6282 | Acc(train) 0.7849 | Acc(val) 0.8387 |
Epoch 00098 | Loss(train) 0.6230 | Acc(train) 0.7844 | Acc(val) 0.8398 |*
Epoch 00099 | Loss(train) 0.6258 | Acc(train) 0.7938 | Acc(val) 0.8408 |*
Epoch 00100 | Loss(train) 0.6194 | Acc(train) 0.7933 | Acc(val) 0.8418 |*
Epoch 00101 | Loss(train) 0.6264 | Acc(train) 0.7870 | Acc(val) 0.8413 |
Epoch 00102 | Loss(train) 0.6188 | Acc(train) 0.7867 | Acc(val) 0.8423 |*
Epoch 00103 | Loss(train) 0.6181 | Acc(train) 0.7870 | Acc(val) 0.8423 |
Epoch 00104 | Loss(train) 0.6196 | Acc(train) 0.7837 | Acc(val) 0.8433 |*
Epoch 00105 | Loss(train) 0.6140 | Acc(train) 0.7931 | Acc(val) 0.8448 |*
Epoch 00106 | Loss(train) 0.6158 | Acc(train) 0.7971 | Acc(val) 0.8433 |
Epoch 00107 | Loss(train) 0.6081 | Acc(train) 0.7920 | Acc(val) 0.8428 |
Epoch 00108 | Loss(train) 0.6068 | Acc(train) 0.7933 | Acc(val) 0.8433 |
Epoch 00109 | Loss(train) 0.6054 | Acc(train) 0.8007 | Acc(val) 0.8418 |
Epoch 00110 | Loss(train) 0.6028 | Acc(train) 0.7948 | Acc(val) 0.8418 |
Epoch 00111 | Loss(train) 0.6022 | Acc(train) 0.7979 | Acc(val) 0.8413 |
Epoch 00112 | Loss(train) 0.6024 | Acc(train) 0.7956 | Acc(val) 0.8423 |
Epoch 00113 | Loss(train) 0.6007 | Acc(train) 0.7961 | Acc(val) 0.8423 |
Epoch 00114 | Loss(train) 0.6034 | Acc(train) 0.7844 | Acc(val) 0.8423 |
Epoch 00115 | Loss(train) 0.6025 | Acc(train) 0.7961 | Acc(val) 0.8428 |
Epoch 00116 | Loss(train) 0.5932 | Acc(train) 0.7976 | Acc(val) 0.8448 |
Epoch 00117 | Loss(train) 0.5961 | Acc(train) 0.7963 | Acc(val) 0.8448 |
Epoch 00118 | Loss(train) 0.5989 | Acc(train) 0.7936 | Acc(val) 0.8463 |*
Epoch 00119 | Loss(train) 0.5798 | Acc(train) 0.8055 | Acc(val) 0.8469 |*
Epoch 00120 | Loss(train) 0.5898 | Acc(train) 0.7951 | Acc(val) 0.8474 |*
Epoch 00121 | Loss(train) 0.5834 | Acc(train) 0.8138 | Acc(val) 0.8474 |
Epoch 00122 | Loss(train) 0.5906 | Acc(train) 0.7946 | Acc(val) 0.8474 |
Epoch 00123 | Loss(train) 0.5774 | Acc(train) 0.8123 | Acc(val) 0.8469 |
Epoch 00124 | Loss(train) 0.5789 | Acc(train) 0.8040 | Acc(val) 0.8484 |*
Epoch 00125 | Loss(train) 0.5826 | Acc(train) 0.8022 | Acc(val) 0.8489 |*
Epoch 00126 | Loss(train) 0.5780 | Acc(train) 0.8090 | Acc(val) 0.8463 |
Epoch 00127 | Loss(train) 0.5893 | Acc(train) 0.7994 | Acc(val) 0.8469 |
Epoch 00128 | Loss(train) 0.5824 | Acc(train) 0.8004 | Acc(val) 0.8463 |
Epoch 00129 | Loss(train) 0.5700 | Acc(train) 0.8123 | Acc(val) 0.8463 |
Epoch 00130 | Loss(train) 0.5719 | Acc(train) 0.8098 | Acc(val) 0.8469 |
Epoch 00131 | Loss(train) 0.5705 | Acc(train) 0.8045 | Acc(val) 0.8469 |
Epoch 00132 | Loss(train) 0.5705 | Acc(train) 0.8121 | Acc(val) 0.8469 |
Epoch 00133 | Loss(train) 0.5772 | Acc(train) 0.8024 | Acc(val) 0.8469 |
Epoch 00134 | Loss(train) 0.5730 | Acc(train) 0.8103 | Acc(val) 0.8469 |
Epoch 00135 | Loss(train) 0.5764 | Acc(train) 0.8062 | Acc(val) 0.8463 |
Epoch 00136 | Loss(train) 0.5699 | Acc(train) 0.8126 | Acc(val) 0.8469 |
Epoch 00137 | Loss(train) 0.5727 | Acc(train) 0.8065 | Acc(val) 0.8458 |
Epoch 00138 | Loss(train) 0.5651 | Acc(train) 0.8151 | Acc(val) 0.8474 |
Epoch 00139 | Loss(train) 0.5638 | Acc(train) 0.8171 | Acc(val) 0.8494 |*
Epoch 00140 | Loss(train) 0.5594 | Acc(train) 0.8128 | Acc(val) 0.8499 |*
Epoch 00141 | Loss(train) 0.5640 | Acc(train) 0.8118 | Acc(val) 0.8494 |
Epoch 00142 | Loss(train) 0.5727 | Acc(train) 0.7986 | Acc(val) 0.8489 |
Epoch 00143 | Loss(train) 0.5594 | Acc(train) 0.8108 | Acc(val) 0.8494 |
Epoch 00144 | Loss(train) 0.5593 | Acc(train) 0.8078 | Acc(val) 0.8499 |
Epoch 00145 | Loss(train) 0.5651 | Acc(train) 0.8090 | Acc(val) 0.8509 |*
Epoch 00146 | Loss(train) 0.5619 | Acc(train) 0.8126 | Acc(val) 0.8519 |*
Epoch 00147 | Loss(train) 0.5677 | Acc(train) 0.8078 | Acc(val) 0.8509 |
Epoch 00148 | Loss(train) 0.5552 | Acc(train) 0.8189 | Acc(val) 0.8499 |
Epoch 00149 | Loss(train) 0.5551 | Acc(train) 0.8116 | Acc(val) 0.8499 |
Epoch 00150 | Loss(train) 0.5538 | Acc(train) 0.8222 | Acc(val) 0.8499 |
Epoch 00151 | Loss(train) 0.5511 | Acc(train) 0.8123 | Acc(val) 0.8499 |
Epoch 00152 | Loss(train) 0.5502 | Acc(train) 0.8128 | Acc(val) 0.8489 |
Epoch 00153 | Loss(train) 0.5657 | Acc(train) 0.8047 | Acc(val) 0.8499 |
Epoch 00154 | Loss(train) 0.5498 | Acc(train) 0.8108 | Acc(val) 0.8519 |
Epoch 00155 | Loss(train) 0.5500 | Acc(train) 0.8126 | Acc(val) 0.8529 |*
Epoch 00156 | Loss(train) 0.5511 | Acc(train) 0.8169 | Acc(val) 0.8529 |
Epoch 00157 | Loss(train) 0.5499 | Acc(train) 0.8106 | Acc(val) 0.8529 |
Epoch 00158 | Loss(train) 0.5523 | Acc(train) 0.8182 | Acc(val) 0.8499 |
Epoch 00159 | Loss(train) 0.5467 | Acc(train) 0.8164 | Acc(val) 0.8499 |
Epoch 00160 | Loss(train) 0.5397 | Acc(train) 0.8255 | Acc(val) 0.8529 |
Epoch 00161 | Loss(train) 0.5451 | Acc(train) 0.8204 | Acc(val) 0.8519 |
Epoch 00162 | Loss(train) 0.5442 | Acc(train) 0.8133 | Acc(val) 0.8519 |
Epoch 00163 | Loss(train) 0.5465 | Acc(train) 0.8100 | Acc(val) 0.8514 |
Epoch 00164 | Loss(train) 0.5411 | Acc(train) 0.8154 | Acc(val) 0.8524 |
Epoch 00165 | Loss(train) 0.5366 | Acc(train) 0.8225 | Acc(val) 0.8504 |
Epoch 00166 | Loss(train) 0.5397 | Acc(train) 0.8166 | Acc(val) 0.8534 |*
Epoch 00167 | Loss(train) 0.5362 | Acc(train) 0.8275 | Acc(val) 0.8534 |
Epoch 00168 | Loss(train) 0.5420 | Acc(train) 0.8184 | Acc(val) 0.8540 |*
Epoch 00169 | Loss(train) 0.5486 | Acc(train) 0.8116 | Acc(val) 0.8540 |
Epoch 00170 | Loss(train) 0.5319 | Acc(train) 0.8166 | Acc(val) 0.8524 |
Epoch 00171 | Loss(train) 0.5375 | Acc(train) 0.8202 | Acc(val) 0.8524 |
Epoch 00172 | Loss(train) 0.5293 | Acc(train) 0.8230 | Acc(val) 0.8494 |
Epoch 00173 | Loss(train) 0.5412 | Acc(train) 0.8133 | Acc(val) 0.8519 |
Epoch 00174 | Loss(train) 0.5321 | Acc(train) 0.8258 | Acc(val) 0.8519 |
Epoch 00175 | Loss(train) 0.5365 | Acc(train) 0.8212 | Acc(val) 0.8545 |*
Epoch 00176 | Loss(train) 0.5402 | Acc(train) 0.8166 | Acc(val) 0.8555 |*
Epoch 00177 | Loss(train) 0.5432 | Acc(train) 0.8199 | Acc(val) 0.8550 |
Epoch 00178 | Loss(train) 0.5284 | Acc(train) 0.8179 | Acc(val) 0.8545 |
Epoch 00179 | Loss(train) 0.5276 | Acc(train) 0.8265 | Acc(val) 0.8519 |
Epoch 00180 | Loss(train) 0.5266 | Acc(train) 0.8288 | Acc(val) 0.8524 |
Epoch 00181 | Loss(train) 0.5271 | Acc(train) 0.8296 | Acc(val) 0.8534 |
Epoch 00182 | Loss(train) 0.5310 | Acc(train) 0.8242 | Acc(val) 0.8540 |
Epoch 00183 | Loss(train) 0.5297 | Acc(train) 0.8171 | Acc(val) 0.8550 |
Epoch 00184 | Loss(train) 0.5235 | Acc(train) 0.8258 | Acc(val) 0.8565 |*
Epoch 00185 | Loss(train) 0.5313 | Acc(train) 0.8199 | Acc(val) 0.8560 |
Epoch 00186 | Loss(train) 0.5335 | Acc(train) 0.8169 | Acc(val) 0.8550 |
Epoch 00187 | Loss(train) 0.5319 | Acc(train) 0.8154 | Acc(val) 0.8529 |
Epoch 00188 | Loss(train) 0.5312 | Acc(train) 0.8215 | Acc(val) 0.8524 |
Epoch 00189 | Loss(train) 0.5240 | Acc(train) 0.8260 | Acc(val) 0.8529 |
Epoch 00190 | Loss(train) 0.5275 | Acc(train) 0.8255 | Acc(val) 0.8565 |
Epoch 00191 | Loss(train) 0.5331 | Acc(train) 0.8166 | Acc(val) 0.8565 |
Epoch 00192 | Loss(train) 0.5231 | Acc(train) 0.8288 | Acc(val) 0.8550 |
Epoch 00193 | Loss(train) 0.5212 | Acc(train) 0.8215 | Acc(val) 0.8560 |
Epoch 00194 | Loss(train) 0.5229 | Acc(train) 0.8177 | Acc(val) 0.8529 |
Epoch 00195 | Loss(train) 0.5285 | Acc(train) 0.8197 | Acc(val) 0.8540 |
Epoch 00196 | Loss(train) 0.5200 | Acc(train) 0.8189 | Acc(val) 0.8560 |
Epoch 00197 | Loss(train) 0.5229 | Acc(train) 0.8144 | Acc(val) 0.8565 |
Epoch 00198 | Loss(train) 0.5330 | Acc(train) 0.8179 | Acc(val) 0.8575 |*
Epoch 00199 | Loss(train) 0.5206 | Acc(train) 0.8232 | Acc(val) 0.8580 |*
Epoch 00200 | Loss(train) 0.5282 | Acc(train) 0.8225 | Acc(val) 0.8560 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
Exp 5/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.1003 | Acc(train) 0.1813 | Acc(val) 0.4823 |*
Epoch 00002 | Loss(train) 1.0941 | Acc(train) 0.4459 | Acc(val) 0.4326 |
Epoch 00003 | Loss(train) 1.0886 | Acc(train) 0.4405 | Acc(val) 0.4630 |
Epoch 00004 | Loss(train) 1.0826 | Acc(train) 0.4763 | Acc(val) 0.4970 |*
Epoch 00005 | Loss(train) 1.0762 | Acc(train) 0.4938 | Acc(val) 0.5228 |*
Epoch 00006 | Loss(train) 1.0700 | Acc(train) 0.5034 | Acc(val) 0.5512 |*
Epoch 00007 | Loss(train) 1.0635 | Acc(train) 0.5024 | Acc(val) 0.5751 |*
Epoch 00008 | Loss(train) 1.0572 | Acc(train) 0.5265 | Acc(val) 0.5908 |*
Epoch 00009 | Loss(train) 1.0522 | Acc(train) 0.5153 | Acc(val) 0.6014 |*
Epoch 00010 | Loss(train) 1.0462 | Acc(train) 0.5222 | Acc(val) 0.6131 |*
Epoch 00011 | Loss(train) 1.0412 | Acc(train) 0.5280 | Acc(val) 0.6212 |*
Epoch 00012 | Loss(train) 1.0347 | Acc(train) 0.5483 | Acc(val) 0.6258 |*
Epoch 00013 | Loss(train) 1.0301 | Acc(train) 0.5440 | Acc(val) 0.6313 |*
Epoch 00014 | Loss(train) 1.0247 | Acc(train) 0.5359 | Acc(val) 0.6324 |*
Epoch 00015 | Loss(train) 1.0203 | Acc(train) 0.5372 | Acc(val) 0.6339 |*
Epoch 00016 | Loss(train) 1.0146 | Acc(train) 0.5415 | Acc(val) 0.6308 |
Epoch 00017 | Loss(train) 1.0089 | Acc(train) 0.5392 | Acc(val) 0.6303 |
Epoch 00018 | Loss(train) 1.0050 | Acc(train) 0.5412 | Acc(val) 0.6253 |
Epoch 00019 | Loss(train) 1.0001 | Acc(train) 0.5476 | Acc(val) 0.6207 |
Epoch 00020 | Loss(train) 0.9947 | Acc(train) 0.5430 | Acc(val) 0.6187 |
Epoch 00021 | Loss(train) 0.9872 | Acc(train) 0.5481 | Acc(val) 0.6166 |
Epoch 00022 | Loss(train) 0.9842 | Acc(train) 0.5392 | Acc(val) 0.6182 |
Epoch 00023 | Loss(train) 0.9778 | Acc(train) 0.5384 | Acc(val) 0.6232 |
Epoch 00024 | Loss(train) 0.9721 | Acc(train) 0.5544 | Acc(val) 0.6329 |
Epoch 00025 | Loss(train) 0.9639 | Acc(train) 0.5676 | Acc(val) 0.6364 |*
Epoch 00026 | Loss(train) 0.9614 | Acc(train) 0.5585 | Acc(val) 0.6400 |*
Epoch 00027 | Loss(train) 0.9518 | Acc(train) 0.5798 | Acc(val) 0.6430 |*
Epoch 00028 | Loss(train) 0.9464 | Acc(train) 0.5833 | Acc(val) 0.6466 |*
Epoch 00029 | Loss(train) 0.9413 | Acc(train) 0.5851 | Acc(val) 0.6460 |
Epoch 00030 | Loss(train) 0.9375 | Acc(train) 0.5856 | Acc(val) 0.6471 |*
Epoch 00031 | Loss(train) 0.9291 | Acc(train) 0.6013 | Acc(val) 0.6511 |*
Epoch 00032 | Loss(train) 0.9252 | Acc(train) 0.5945 | Acc(val) 0.6486 |
Epoch 00033 | Loss(train) 0.9193 | Acc(train) 0.6061 | Acc(val) 0.6496 |
Epoch 00034 | Loss(train) 0.9109 | Acc(train) 0.6112 | Acc(val) 0.6496 |
Epoch 00035 | Loss(train) 0.9051 | Acc(train) 0.6211 | Acc(val) 0.6491 |
Epoch 00036 | Loss(train) 0.9012 | Acc(train) 0.6269 | Acc(val) 0.6491 |
Epoch 00037 | Loss(train) 0.8964 | Acc(train) 0.6318 | Acc(val) 0.6511 |
Epoch 00038 | Loss(train) 0.8869 | Acc(train) 0.6338 | Acc(val) 0.6537 |*
Epoch 00039 | Loss(train) 0.8814 | Acc(train) 0.6368 | Acc(val) 0.6572 |*
Epoch 00040 | Loss(train) 0.8764 | Acc(train) 0.6356 | Acc(val) 0.6653 |*
Epoch 00041 | Loss(train) 0.8686 | Acc(train) 0.6513 | Acc(val) 0.6724 |*
Epoch 00042 | Loss(train) 0.8625 | Acc(train) 0.6533 | Acc(val) 0.6820 |*
Epoch 00043 | Loss(train) 0.8567 | Acc(train) 0.6632 | Acc(val) 0.6932 |*
Epoch 00044 | Loss(train) 0.8538 | Acc(train) 0.6733 | Acc(val) 0.6998 |*
Epoch 00045 | Loss(train) 0.8429 | Acc(train) 0.6812 | Acc(val) 0.7089 |*
Epoch 00046 | Loss(train) 0.8393 | Acc(train) 0.6792 | Acc(val) 0.7155 |*
Epoch 00047 | Loss(train) 0.8326 | Acc(train) 0.6855 | Acc(val) 0.7236 |*
Epoch 00048 | Loss(train) 0.8273 | Acc(train) 0.6886 | Acc(val) 0.7282 |*
Epoch 00049 | Loss(train) 0.8239 | Acc(train) 0.6979 | Acc(val) 0.7338 |*
Epoch 00050 | Loss(train) 0.8159 | Acc(train) 0.6990 | Acc(val) 0.7394 |*
Epoch 00051 | Loss(train) 0.8118 | Acc(train) 0.6967 | Acc(val) 0.7459 |*
Epoch 00052 | Loss(train) 0.8054 | Acc(train) 0.7083 | Acc(val) 0.7515 |*
Epoch 00053 | Loss(train) 0.7972 | Acc(train) 0.7116 | Acc(val) 0.7551 |*
Epoch 00054 | Loss(train) 0.7973 | Acc(train) 0.7083 | Acc(val) 0.7642 |*
Epoch 00055 | Loss(train) 0.7888 | Acc(train) 0.7149 | Acc(val) 0.7703 |*
Epoch 00056 | Loss(train) 0.7840 | Acc(train) 0.7218 | Acc(val) 0.7748 |*
Epoch 00057 | Loss(train) 0.7804 | Acc(train) 0.7228 | Acc(val) 0.7809 |*
Epoch 00058 | Loss(train) 0.7746 | Acc(train) 0.7241 | Acc(val) 0.7860 |*
Epoch 00059 | Loss(train) 0.7757 | Acc(train) 0.7154 | Acc(val) 0.7885 |*
Epoch 00060 | Loss(train) 0.7652 | Acc(train) 0.7302 | Acc(val) 0.7921 |*
Epoch 00061 | Loss(train) 0.7633 | Acc(train) 0.7281 | Acc(val) 0.7936 |*
Epoch 00062 | Loss(train) 0.7572 | Acc(train) 0.7337 | Acc(val) 0.7982 |*
Epoch 00063 | Loss(train) 0.7539 | Acc(train) 0.7398 | Acc(val) 0.7997 |*
Epoch 00064 | Loss(train) 0.7490 | Acc(train) 0.7340 | Acc(val) 0.8027 |*
Epoch 00065 | Loss(train) 0.7428 | Acc(train) 0.7406 | Acc(val) 0.8073 |*
Epoch 00066 | Loss(train) 0.7388 | Acc(train) 0.7456 | Acc(val) 0.8068 |
Epoch 00067 | Loss(train) 0.7375 | Acc(train) 0.7390 | Acc(val) 0.8103 |*
Epoch 00068 | Loss(train) 0.7316 | Acc(train) 0.7474 | Acc(val) 0.8109 |*
Epoch 00069 | Loss(train) 0.7252 | Acc(train) 0.7517 | Acc(val) 0.8109 |
Epoch 00070 | Loss(train) 0.7285 | Acc(train) 0.7426 | Acc(val) 0.8139 |*
Epoch 00071 | Loss(train) 0.7227 | Acc(train) 0.7454 | Acc(val) 0.8154 |*
Epoch 00072 | Loss(train) 0.7187 | Acc(train) 0.7403 | Acc(val) 0.8149 |
Epoch 00073 | Loss(train) 0.7139 | Acc(train) 0.7438 | Acc(val) 0.8149 |
Epoch 00074 | Loss(train) 0.7117 | Acc(train) 0.7471 | Acc(val) 0.8139 |
Epoch 00075 | Loss(train) 0.7069 | Acc(train) 0.7565 | Acc(val) 0.8134 |
Epoch 00076 | Loss(train) 0.6964 | Acc(train) 0.7586 | Acc(val) 0.8149 |
Epoch 00077 | Loss(train) 0.6952 | Acc(train) 0.7560 | Acc(val) 0.8185 |*
