  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: cora | #Nodes: 2708 | #Edges: 13264 | #Classes: 7 |#Features: 1433
Epoch 00007 | Loss(train) 1.8825 | Acc(train) 0.3512 | Acc(val) 0.3579 |
Epoch 00008 | Loss(train) 1.8732 | Acc(train) 0.3549 | Acc(val) 0.3395 |
Epoch 00009 | Loss(train) 1.8583 | Acc(train) 0.3346 | Acc(val) 0.3321 |
Epoch 00010 | Loss(train) 1.8484 | Acc(train) 0.3290 | Acc(val) 0.3210 |
Epoch 00011 | Loss(train) 1.8334 | Acc(train) 0.3327 | Acc(val) 0.3173 |
Epoch 00012 | Loss(train) 1.8233 | Acc(train) 0.3383 | Acc(val) 0.3137 |
Epoch 00013 | Loss(train) 1.8150 | Acc(train) 0.3198 | Acc(val) 0.3063 |
Epoch 00014 | Loss(train) 1.8033 | Acc(train) 0.3105 | Acc(val) 0.2989 |
Epoch 00015 | Loss(train) 1.7868 | Acc(train) 0.3161 | Acc(val) 0.2989 |
Epoch 00016 | Loss(train) 1.7782 | Acc(train) 0.2994 | Acc(val) 0.2989 |
Epoch 00017 | Loss(train) 1.7656 | Acc(train) 0.3031 | Acc(val) 0.2989 |
Epoch 00018 | Loss(train) 1.7520 | Acc(train) 0.3031 | Acc(val) 0.2989 |
Epoch 00019 | Loss(train) 1.7529 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00020 | Loss(train) 1.7300 | Acc(train) 0.2921 | Acc(val) 0.2989 |
Epoch 00021 | Loss(train) 1.7255 | Acc(train) 0.2994 | Acc(val) 0.2989 |
Epoch 00022 | Loss(train) 1.7175 | Acc(train) 0.2957 | Acc(val) 0.2989 |
Epoch 00023 | Loss(train) 1.6999 | Acc(train) 0.2976 | Acc(val) 0.2989 |
Epoch 00024 | Loss(train) 1.6922 | Acc(train) 0.2976 | Acc(val) 0.3026 |
Epoch 00025 | Loss(train) 1.6845 | Acc(train) 0.3050 | Acc(val) 0.3026 |
Epoch 00026 | Loss(train) 1.6599 | Acc(train) 0.3179 | Acc(val) 0.3026 |
Epoch 00027 | Loss(train) 1.6596 | Acc(train) 0.3216 | Acc(val) 0.3100 |
Epoch 00028 | Loss(train) 1.6348 | Acc(train) 0.3309 | Acc(val) 0.3173 |
Epoch 00029 | Loss(train) 1.6337 | Acc(train) 0.3549 | Acc(val) 0.3247 |
Epoch 00030 | Loss(train) 1.6169 | Acc(train) 0.3697 | Acc(val) 0.3358 |
Epoch 00031 | Loss(train) 1.6152 | Acc(train) 0.3789 | Acc(val) 0.3542 |
Epoch 00032 | Loss(train) 1.5990 | Acc(train) 0.4177 | Acc(val) 0.3579 |
Epoch 00033 | Loss(train) 1.5893 | Acc(train) 0.4085 | Acc(val) 0.3801 |
Epoch 00034 | Loss(train) 1.5730 | Acc(train) 0.4325 | Acc(val) 0.4059 |*
Epoch 00035 | Loss(train) 1.5602 | Acc(train) 0.4492 | Acc(val) 0.4207 |*
Epoch 00036 | Loss(train) 1.5459 | Acc(train) 0.4362 | Acc(val) 0.4280 |*
Epoch 00037 | Loss(train) 1.5343 | Acc(train) 0.4418 | Acc(val) 0.4317 |*
Epoch 00038 | Loss(train) 1.5226 | Acc(train) 0.4732 | Acc(val) 0.4391 |*
Epoch 00039 | Loss(train) 1.5055 | Acc(train) 0.4824 | Acc(val) 0.4539 |*
Epoch 00040 | Loss(train) 1.5008 | Acc(train) 0.4954 | Acc(val) 0.4834 |*
Epoch 00041 | Loss(train) 1.4931 | Acc(train) 0.5287 | Acc(val) 0.5018 |*
Epoch 00042 | Loss(train) 1.4752 | Acc(train) 0.5231 | Acc(val) 0.5203 |*
Epoch 00043 | Loss(train) 1.4588 | Acc(train) 0.5490 | Acc(val) 0.5314 |*
Epoch 00044 | Loss(train) 1.4343 | Acc(train) 0.5712 | Acc(val) 0.5498 |*
Epoch 00045 | Loss(train) 1.4370 | Acc(train) 0.5471 | Acc(val) 0.5572 |*
Epoch 00046 | Loss(train) 1.4170 | Acc(train) 0.5601 | Acc(val) 0.5720 |*
Epoch 00047 | Loss(train) 1.4004 | Acc(train) 0.5823 | Acc(val) 0.5867 |*
Epoch 00048 | Loss(train) 1.3853 | Acc(train) 0.5786 | Acc(val) 0.5904 |*
Epoch 00049 | Loss(train) 1.3682 | Acc(train) 0.5933 | Acc(val) 0.5978 |*
Epoch 00050 | Loss(train) 1.3535 | Acc(train) 0.6211 | Acc(val) 0.6052 |*
Epoch 00051 | Loss(train) 1.3443 | Acc(train) 0.6248 | Acc(val) 0.6089 |*
Epoch 00052 | Loss(train) 1.3264 | Acc(train) 0.6377 | Acc(val) 0.6236 |*
Epoch 00053 | Loss(train) 1.3153 | Acc(train) 0.6396 | Acc(val) 0.6347 |*
Epoch 00054 | Loss(train) 1.3074 | Acc(train) 0.6414 | Acc(val) 0.6384 |*
Epoch 00055 | Loss(train) 1.2975 | Acc(train) 0.6359 | Acc(val) 0.6458 |*
Epoch 00056 | Loss(train) 1.2495 | Acc(train) 0.6802 | Acc(val) 0.6494 |*
Epoch 00057 | Loss(train) 1.2498 | Acc(train) 0.6580 | Acc(val) 0.6716 |*
Epoch 00058 | Loss(train) 1.2418 | Acc(train) 0.6636 | Acc(val) 0.6753 |*
Epoch 00059 | Loss(train) 1.2374 | Acc(train) 0.6562 | Acc(val) 0.6863 |*
Epoch 00060 | Loss(train) 1.2192 | Acc(train) 0.6654 | Acc(val) 0.6937 |*
Epoch 00061 | Loss(train) 1.2179 | Acc(train) 0.6932 | Acc(val) 0.7122 |*
Epoch 00062 | Loss(train) 1.1798 | Acc(train) 0.6821 | Acc(val) 0.7159 |*
Epoch 00063 | Loss(train) 1.1867 | Acc(train) 0.6950 | Acc(val) 0.7122 |
Epoch 00064 | Loss(train) 1.1609 | Acc(train) 0.6913 | Acc(val) 0.7232 |*
Epoch 00065 | Loss(train) 1.1365 | Acc(train) 0.7024 | Acc(val) 0.7269 |*
Epoch 00066 | Loss(train) 1.1642 | Acc(train) 0.7061 | Acc(val) 0.7269 |
Epoch 00067 | Loss(train) 1.1386 | Acc(train) 0.7172 | Acc(val) 0.7306 |*
Epoch 00068 | Loss(train) 1.1254 | Acc(train) 0.6987 | Acc(val) 0.7343 |*
Epoch 00069 | Loss(train) 1.1118 | Acc(train) 0.7227 | Acc(val) 0.7343 |
Epoch 00070 | Loss(train) 1.0975 | Acc(train) 0.7172 | Acc(val) 0.7417 |*
Epoch 00071 | Loss(train) 1.1005 | Acc(train) 0.7338 | Acc(val) 0.7454 |*
Epoch 00072 | Loss(train) 1.0772 | Acc(train) 0.7431 | Acc(val) 0.7454 |
Epoch 00073 | Loss(train) 1.0608 | Acc(train) 0.7135 | Acc(val) 0.7491 |*
Epoch 00074 | Loss(train) 1.0624 | Acc(train) 0.7431 | Acc(val) 0.7491 |
Epoch 00075 | Loss(train) 1.0450 | Acc(train) 0.7301 | Acc(val) 0.7491 |
Epoch 00076 | Loss(train) 1.0125 | Acc(train) 0.7726 | Acc(val) 0.7528 |*
Epoch 00077 | Loss(train) 1.0276 | Acc(train) 0.7412 | Acc(val) 0.7528 |
Epoch 00078 | Loss(train) 1.0384 | Acc(train) 0.7246 | Acc(val) 0.7565 |*
Epoch 00079 | Loss(train) 1.0005 | Acc(train) 0.7486 | Acc(val) 0.7528 |
Epoch 00080 | Loss(train) 1.0211 | Acc(train) 0.7486 | Acc(val) 0.7565 |
Epoch 00081 | Loss(train) 1.0160 | Acc(train) 0.7616 | Acc(val) 0.7601 |*
Epoch 00082 | Loss(train) 0.9856 | Acc(train) 0.7505 | Acc(val) 0.7638 |*
Epoch 00083 | Loss(train) 0.9884 | Acc(train) 0.7689 | Acc(val) 0.7749 |*
Epoch 00084 | Loss(train) 0.9822 | Acc(train) 0.7542 | Acc(val) 0.7675 |
Epoch 00085 | Loss(train) 0.9550 | Acc(train) 0.7726 | Acc(val) 0.7712 |
Epoch 00086 | Loss(train) 0.9514 | Acc(train) 0.7689 | Acc(val) 0.7786 |*
Epoch 00087 | Loss(train) 0.9320 | Acc(train) 0.7745 | Acc(val) 0.7786 |
Epoch 00088 | Loss(train) 0.9482 | Acc(train) 0.7745 | Acc(val) 0.7786 |
Epoch 00089 | Loss(train) 0.9287 | Acc(train) 0.7930 | Acc(val) 0.7823 |*
Epoch 00090 | Loss(train) 0.9167 | Acc(train) 0.7985 | Acc(val) 0.7897 |*
Epoch 00091 | Loss(train) 0.9001 | Acc(train) 0.7930 | Acc(val) 0.7934 |*
Epoch 00092 | Loss(train) 0.9342 | Acc(train) 0.7837 | Acc(val) 0.7934 |
Epoch 00093 | Loss(train) 0.8871 | Acc(train) 0.8041 | Acc(val) 0.7934 |
Epoch 00094 | Loss(train) 0.8918 | Acc(train) 0.7893 | Acc(val) 0.7934 |
Epoch 00095 | Loss(train) 0.8880 | Acc(train) 0.7837 | Acc(val) 0.7934 |
Epoch 00096 | Loss(train) 0.8822 | Acc(train) 0.8059 | Acc(val) 0.7934 |
Epoch 00097 | Loss(train) 0.8565 | Acc(train) 0.8078 | Acc(val) 0.7934 |
Epoch 00098 | Loss(train) 0.8748 | Acc(train) 0.8170 | Acc(val) 0.7934 |
Epoch 00099 | Loss(train) 0.8587 | Acc(train) 0.8004 | Acc(val) 0.8081 |*
Epoch 00100 | Loss(train) 0.8486 | Acc(train) 0.8133 | Acc(val) 0.8155 |*
Epoch 00101 | Loss(train) 0.8499 | Acc(train) 0.8355 | Acc(val) 0.8155 |
Epoch 00102 | Loss(train) 0.8492 | Acc(train) 0.8096 | Acc(val) 0.8155 |
Epoch 00103 | Loss(train) 0.8352 | Acc(train) 0.8318 | Acc(val) 0.8155 |
Epoch 00104 | Loss(train) 0.8402 | Acc(train) 0.8189 | Acc(val) 0.8155 |
Epoch 00105 | Loss(train) 0.8428 | Acc(train) 0.8133 | Acc(val) 0.8155 |
Epoch 00106 | Loss(train) 0.8225 | Acc(train) 0.8262 | Acc(val) 0.8155 |
Epoch 00107 | Loss(train) 0.8241 | Acc(train) 0.7874 | Acc(val) 0.8155 |
Epoch 00108 | Loss(train) 0.7996 | Acc(train) 0.8392 | Acc(val) 0.8155 |
Epoch 00109 | Loss(train) 0.8111 | Acc(train) 0.8355 | Acc(val) 0.8229 |*
Epoch 00110 | Loss(train) 0.8156 | Acc(train) 0.8281 | Acc(val) 0.8266 |*
Epoch 00111 | Loss(train) 0.7782 | Acc(train) 0.8244 | Acc(val) 0.8303 |*
Epoch 00112 | Loss(train) 0.7716 | Acc(train) 0.8355 | Acc(val) 0.8303 |
Epoch 00113 | Loss(train) 0.7809 | Acc(train) 0.8078 | Acc(val) 0.8303 |
Epoch 00114 | Loss(train) 0.7669 | Acc(train) 0.8429 | Acc(val) 0.8303 |
Epoch 00115 | Loss(train) 0.7715 | Acc(train) 0.8355 | Acc(val) 0.8303 |
Epoch 00116 | Loss(train) 0.7675 | Acc(train) 0.8466 | Acc(val) 0.8303 |
Epoch 00117 | Loss(train) 0.7697 | Acc(train) 0.8392 | Acc(val) 0.8303 |
Epoch 00118 | Loss(train) 0.7607 | Acc(train) 0.8318 | Acc(val) 0.8339 |*
Epoch 00119 | Loss(train) 0.7641 | Acc(train) 0.8410 | Acc(val) 0.8339 |
Epoch 00120 | Loss(train) 0.7703 | Acc(train) 0.8244 | Acc(val) 0.8376 |*
Epoch 00121 | Loss(train) 0.7610 | Acc(train) 0.8484 | Acc(val) 0.8339 |
Epoch 00122 | Loss(train) 0.7560 | Acc(train) 0.8429 | Acc(val) 0.8376 |
Epoch 00123 | Loss(train) 0.7570 | Acc(train) 0.8262 | Acc(val) 0.8376 |
Epoch 00124 | Loss(train) 0.7388 | Acc(train) 0.8466 | Acc(val) 0.8413 |*
Epoch 00125 | Loss(train) 0.7230 | Acc(train) 0.8521 | Acc(val) 0.8413 |
Epoch 00126 | Loss(train) 0.7257 | Acc(train) 0.8614 | Acc(val) 0.8413 |
Epoch 00127 | Loss(train) 0.7487 | Acc(train) 0.8521 | Acc(val) 0.8450 |*
Epoch 00128 | Loss(train) 0.7169 | Acc(train) 0.8466 | Acc(val) 0.8450 |
Epoch 00129 | Loss(train) 0.7310 | Acc(train) 0.8336 | Acc(val) 0.8450 |
Epoch 00130 | Loss(train) 0.7245 | Acc(train) 0.8521 | Acc(val) 0.8450 |
Epoch 00131 | Loss(train) 0.7102 | Acc(train) 0.8614 | Acc(val) 0.8450 |
Epoch 00132 | Loss(train) 0.7208 | Acc(train) 0.8373 | Acc(val) 0.8450 |
Epoch 00133 | Loss(train) 0.6746 | Acc(train) 0.8577 | Acc(val) 0.8487 |*
Epoch 00134 | Loss(train) 0.7253 | Acc(train) 0.8484 | Acc(val) 0.8524 |*
Epoch 00135 | Loss(train) 0.7102 | Acc(train) 0.8299 | Acc(val) 0.8561 |*
Epoch 00136 | Loss(train) 0.7188 | Acc(train) 0.8410 | Acc(val) 0.8598 |*
Epoch 00137 | Loss(train) 0.6999 | Acc(train) 0.8521 | Acc(val) 0.8598 |
Epoch 00138 | Loss(train) 0.6926 | Acc(train) 0.8595 | Acc(val) 0.8598 |
Epoch 00139 | Loss(train) 0.7126 | Acc(train) 0.8429 | Acc(val) 0.8561 |
Epoch 00140 | Loss(train) 0.6749 | Acc(train) 0.8669 | Acc(val) 0.8524 |
Epoch 00141 | Loss(train) 0.7009 | Acc(train) 0.8540 | Acc(val) 0.8524 |
Epoch 00142 | Loss(train) 0.6703 | Acc(train) 0.8817 | Acc(val) 0.8487 |
Epoch 00143 | Loss(train) 0.6665 | Acc(train) 0.8725 | Acc(val) 0.8487 |
Epoch 00144 | Loss(train) 0.6738 | Acc(train) 0.8577 | Acc(val) 0.8561 |
Epoch 00145 | Loss(train) 0.6894 | Acc(train) 0.8466 | Acc(val) 0.8598 |
Epoch 00146 | Loss(train) 0.6752 | Acc(train) 0.8669 | Acc(val) 0.8561 |
Epoch 00147 | Loss(train) 0.6479 | Acc(train) 0.8688 | Acc(val) 0.8561 |
Epoch 00148 | Loss(train) 0.6629 | Acc(train) 0.8706 | Acc(val) 0.8561 |
Epoch 00149 | Loss(train) 0.6618 | Acc(train) 0.8780 | Acc(val) 0.8524 |
Epoch 00150 | Loss(train) 0.6683 | Acc(train) 0.8688 | Acc(val) 0.8524 |
Epoch 00151 | Loss(train) 0.6777 | Acc(train) 0.8558 | Acc(val) 0.8561 |
Epoch 00152 | Loss(train) 0.6546 | Acc(train) 0.8780 | Acc(val) 0.8561 |
Epoch 00153 | Loss(train) 0.6625 | Acc(train) 0.8614 | Acc(val) 0.8561 |
Epoch 00154 | Loss(train) 0.6549 | Acc(train) 0.8651 | Acc(val) 0.8598 |
Epoch 00155 | Loss(train) 0.6542 | Acc(train) 0.8521 | Acc(val) 0.8598 |
Epoch 00156 | Loss(train) 0.6588 | Acc(train) 0.8614 | Acc(val) 0.8672 |*
Epoch 00157 | Loss(train) 0.6562 | Acc(train) 0.8540 | Acc(val) 0.8708 |*
Epoch 00158 | Loss(train) 0.6409 | Acc(train) 0.8817 | Acc(val) 0.8672 |
Epoch 00159 | Loss(train) 0.6777 | Acc(train) 0.8521 | Acc(val) 0.8598 |
Epoch 00160 | Loss(train) 0.6269 | Acc(train) 0.8872 | Acc(val) 0.8598 |
Epoch 00161 | Loss(train) 0.6293 | Acc(train) 0.8799 | Acc(val) 0.8598 |
Epoch 00162 | Loss(train) 0.6383 | Acc(train) 0.8706 | Acc(val) 0.8598 |
Epoch 00163 | Loss(train) 0.6352 | Acc(train) 0.8817 | Acc(val) 0.8598 |
Epoch 00164 | Loss(train) 0.6421 | Acc(train) 0.8706 | Acc(val) 0.8561 |
Epoch 00165 | Loss(train) 0.6046 | Acc(train) 0.8817 | Acc(val) 0.8561 |
Epoch 00166 | Loss(train) 0.6183 | Acc(train) 0.8669 | Acc(val) 0.8561 |
Epoch 00167 | Loss(train) 0.6077 | Acc(train) 0.8909 | Acc(val) 0.8635 |
Epoch 00168 | Loss(train) 0.5927 | Acc(train) 0.8946 | Acc(val) 0.8745 |*
Epoch 00169 | Loss(train) 0.6242 | Acc(train) 0.8743 | Acc(val) 0.8708 |
Epoch 00170 | Loss(train) 0.5926 | Acc(train) 0.8854 | Acc(val) 0.8708 |
Epoch 00171 | Loss(train) 0.5889 | Acc(train) 0.8799 | Acc(val) 0.8708 |
Epoch 00172 | Loss(train) 0.6366 | Acc(train) 0.8614 | Acc(val) 0.8672 |
Epoch 00173 | Loss(train) 0.5827 | Acc(train) 0.8854 | Acc(val) 0.8708 |
Epoch 00174 | Loss(train) 0.6146 | Acc(train) 0.8521 | Acc(val) 0.8745 |
Epoch 00175 | Loss(train) 0.5867 | Acc(train) 0.8780 | Acc(val) 0.8745 |
Epoch 00176 | Loss(train) 0.5959 | Acc(train) 0.8799 | Acc(val) 0.8745 |
Epoch 00177 | Loss(train) 0.5970 | Acc(train) 0.8928 | Acc(val) 0.8672 |
Epoch 00178 | Loss(train) 0.5851 | Acc(train) 0.8946 | Acc(val) 0.8635 |
Epoch 00179 | Loss(train) 0.5929 | Acc(train) 0.8780 | Acc(val) 0.8672 |
Epoch 00180 | Loss(train) 0.5986 | Acc(train) 0.8743 | Acc(val) 0.8708 |
Epoch 00181 | Loss(train) 0.5842 | Acc(train) 0.8725 | Acc(val) 0.8708 |
Epoch 00182 | Loss(train) 0.6108 | Acc(train) 0.8854 | Acc(val) 0.8708 |
Epoch 00183 | Loss(train) 0.6026 | Acc(train) 0.8799 | Acc(val) 0.8708 |
Epoch 00184 | Loss(train) 0.5788 | Acc(train) 0.8743 | Acc(val) 0.8745 |
Epoch 00185 | Loss(train) 0.5762 | Acc(train) 0.8946 | Acc(val) 0.8745 |
Epoch 00186 | Loss(train) 0.6060 | Acc(train) 0.8872 | Acc(val) 0.8745 |
Epoch 00187 | Loss(train) 0.5851 | Acc(train) 0.8854 | Acc(val) 0.8782 |*
Epoch 00188 | Loss(train) 0.5731 | Acc(train) 0.8780 | Acc(val) 0.8745 |
Epoch 00189 | Loss(train) 0.5918 | Acc(train) 0.8688 | Acc(val) 0.8745 |
Epoch 00190 | Loss(train) 0.5581 | Acc(train) 0.8928 | Acc(val) 0.8745 |
Epoch 00191 | Loss(train) 0.5897 | Acc(train) 0.8872 | Acc(val) 0.8745 |
Epoch 00192 | Loss(train) 0.5594 | Acc(train) 0.8688 | Acc(val) 0.8745 |
Epoch 00193 | Loss(train) 0.5586 | Acc(train) 0.8946 | Acc(val) 0.8745 |
Epoch 00194 | Loss(train) 0.5849 | Acc(train) 0.8762 | Acc(val) 0.8745 |
Epoch 00195 | Loss(train) 0.5775 | Acc(train) 0.8946 | Acc(val) 0.8745 |
Epoch 00196 | Loss(train) 0.5853 | Acc(train) 0.8835 | Acc(val) 0.8782 |
Epoch 00197 | Loss(train) 0.5750 | Acc(train) 0.8688 | Acc(val) 0.8708 |
Epoch 00198 | Loss(train) 0.5569 | Acc(train) 0.8780 | Acc(val) 0.8745 |
Epoch 00199 | Loss(train) 0.5506 | Acc(train) 0.8965 | Acc(val) 0.8708 |
Epoch 00200 | Loss(train) 0.5587 | Acc(train) 0.8891 | Acc(val) 0.8708 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
Exp 5/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.9457 | Acc(train) 0.1516 | Acc(val) 0.3026 |*
Epoch 00002 | Loss(train) 1.9333 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00003 | Loss(train) 1.9197 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00004 | Loss(train) 1.9074 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00005 | Loss(train) 1.8933 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00006 | Loss(train) 1.8785 | Acc(train) 0.2939 | Acc(val) 0.2989 |
Epoch 00007 | Loss(train) 1.8702 | Acc(train) 0.2921 | Acc(val) 0.2989 |
Epoch 00008 | Loss(train) 1.8550 | Acc(train) 0.2939 | Acc(val) 0.2989 |
Epoch 00009 | Loss(train) 1.8383 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00010 | Loss(train) 1.8263 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00011 | Loss(train) 1.8209 | Acc(train) 0.2791 | Acc(val) 0.2989 |
Epoch 00012 | Loss(train) 1.8075 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00013 | Loss(train) 1.7897 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00014 | Loss(train) 1.7846 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00015 | Loss(train) 1.7687 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00016 | Loss(train) 1.7557 | Acc(train) 0.2939 | Acc(val) 0.2989 |
Epoch 00017 | Loss(train) 1.7455 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00018 | Loss(train) 1.7533 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00019 | Loss(train) 1.7306 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00020 | Loss(train) 1.7240 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00021 | Loss(train) 1.7190 | Acc(train) 0.2902 | Acc(val) 0.2989 |
Epoch 00022 | Loss(train) 1.6953 | Acc(train) 0.2939 | Acc(val) 0.2989 |
Epoch 00023 | Loss(train) 1.6877 | Acc(train) 0.3050 | Acc(val) 0.2989 |
Epoch 00024 | Loss(train) 1.6855 | Acc(train) 0.3050 | Acc(val) 0.3063 |*
Epoch 00025 | Loss(train) 1.6662 | Acc(train) 0.3198 | Acc(val) 0.3063 |
Epoch 00026 | Loss(train) 1.6498 | Acc(train) 0.3290 | Acc(val) 0.3247 |*
Epoch 00027 | Loss(train) 1.6527 | Acc(train) 0.3346 | Acc(val) 0.3358 |*
Epoch 00028 | Loss(train) 1.6356 | Acc(train) 0.3604 | Acc(val) 0.3395 |*
Epoch 00029 | Loss(train) 1.6246 | Acc(train) 0.3937 | Acc(val) 0.3432 |*
Epoch 00030 | Loss(train) 1.6099 | Acc(train) 0.3974 | Acc(val) 0.3432 |
Epoch 00031 | Loss(train) 1.5964 | Acc(train) 0.4048 | Acc(val) 0.3653 |*
Epoch 00032 | Loss(train) 1.5847 | Acc(train) 0.4104 | Acc(val) 0.3764 |*
Epoch 00033 | Loss(train) 1.5726 | Acc(train) 0.4399 | Acc(val) 0.3801 |*
Epoch 00034 | Loss(train) 1.5511 | Acc(train) 0.4492 | Acc(val) 0.4022 |*
Epoch 00035 | Loss(train) 1.5367 | Acc(train) 0.4713 | Acc(val) 0.4096 |*
Epoch 00036 | Loss(train) 1.5223 | Acc(train) 0.4713 | Acc(val) 0.4207 |*
Epoch 00037 | Loss(train) 1.5234 | Acc(train) 0.4843 | Acc(val) 0.4280 |*
Epoch 00038 | Loss(train) 1.5071 | Acc(train) 0.4806 | Acc(val) 0.4391 |*
Epoch 00039 | Loss(train) 1.4813 | Acc(train) 0.5231 | Acc(val) 0.4502 |*
Epoch 00040 | Loss(train) 1.4729 | Acc(train) 0.4861 | Acc(val) 0.4539 |*
Epoch 00041 | Loss(train) 1.4680 | Acc(train) 0.5102 | Acc(val) 0.4797 |*
Epoch 00042 | Loss(train) 1.4503 | Acc(train) 0.5139 | Acc(val) 0.4945 |*
Epoch 00043 | Loss(train) 1.4382 | Acc(train) 0.5416 | Acc(val) 0.5092 |*
Epoch 00044 | Loss(train) 1.4224 | Acc(train) 0.5416 | Acc(val) 0.5314 |*
Epoch 00045 | Loss(train) 1.4071 | Acc(train) 0.5601 | Acc(val) 0.5351 |*
Epoch 00046 | Loss(train) 1.3908 | Acc(train) 0.5749 | Acc(val) 0.5535 |*
Epoch 00047 | Loss(train) 1.3845 | Acc(train) 0.5767 | Acc(val) 0.5793 |*
Epoch 00048 | Loss(train) 1.3746 | Acc(train) 0.5749 | Acc(val) 0.5904 |*
Epoch 00049 | Loss(train) 1.3753 | Acc(train) 0.6007 | Acc(val) 0.6125 |*
Epoch 00050 | Loss(train) 1.3697 | Acc(train) 0.6007 | Acc(val) 0.6125 |
Epoch 00051 | Loss(train) 1.3282 | Acc(train) 0.6063 | Acc(val) 0.6273 |*
Epoch 00052 | Loss(train) 1.3262 | Acc(train) 0.6007 | Acc(val) 0.6347 |*
Epoch 00053 | Loss(train) 1.2990 | Acc(train) 0.6155 | Acc(val) 0.6458 |*
Epoch 00054 | Loss(train) 1.2886 | Acc(train) 0.6192 | Acc(val) 0.6494 |*
Epoch 00055 | Loss(train) 1.2755 | Acc(train) 0.6192 | Acc(val) 0.6605 |*
Epoch 00056 | Loss(train) 1.2729 | Acc(train) 0.6155 | Acc(val) 0.6790 |*
Epoch 00057 | Loss(train) 1.2665 | Acc(train) 0.6599 | Acc(val) 0.6827 |*
Epoch 00058 | Loss(train) 1.2512 | Acc(train) 0.6710 | Acc(val) 0.6900 |*
Epoch 00059 | Loss(train) 1.2455 | Acc(train) 0.6377 | Acc(val) 0.7085 |*
Epoch 00060 | Loss(train) 1.2280 | Acc(train) 0.6525 | Acc(val) 0.7122 |*
Epoch 00061 | Loss(train) 1.2022 | Acc(train) 0.6691 | Acc(val) 0.7159 |*
Epoch 00062 | Loss(train) 1.2033 | Acc(train) 0.6673 | Acc(val) 0.7232 |*
Epoch 00063 | Loss(train) 1.1883 | Acc(train) 0.6691 | Acc(val) 0.7269 |*
Epoch 00064 | Loss(train) 1.1645 | Acc(train) 0.7006 | Acc(val) 0.7269 |
Epoch 00065 | Loss(train) 1.1349 | Acc(train) 0.7043 | Acc(val) 0.7269 |
Epoch 00066 | Loss(train) 1.1711 | Acc(train) 0.6821 | Acc(val) 0.7232 |
Epoch 00067 | Loss(train) 1.1235 | Acc(train) 0.6987 | Acc(val) 0.7269 |
Epoch 00068 | Loss(train) 1.1024 | Acc(train) 0.7153 | Acc(val) 0.7343 |*
Epoch 00069 | Loss(train) 1.1186 | Acc(train) 0.7043 | Acc(val) 0.7380 |*
Epoch 00070 | Loss(train) 1.1153 | Acc(train) 0.6987 | Acc(val) 0.7380 |
Epoch 00071 | Loss(train) 1.1005 | Acc(train) 0.7043 | Acc(val) 0.7417 |*
Epoch 00072 | Loss(train) 1.0826 | Acc(train) 0.7209 | Acc(val) 0.7454 |*
Epoch 00073 | Loss(train) 1.0615 | Acc(train) 0.7320 | Acc(val) 0.7491 |*
Epoch 00074 | Loss(train) 1.0658 | Acc(train) 0.7357 | Acc(val) 0.7528 |*
Epoch 00075 | Loss(train) 1.0373 | Acc(train) 0.7431 | Acc(val) 0.7565 |*
Epoch 00076 | Loss(train) 1.0538 | Acc(train) 0.7227 | Acc(val) 0.7601 |*
Epoch 00077 | Loss(train) 1.0235 | Acc(train) 0.7597 | Acc(val) 0.7638 |*
Epoch 00078 | Loss(train) 1.0005 | Acc(train) 0.7708 | Acc(val) 0.7675 |*
Epoch 00079 | Loss(train) 0.9967 | Acc(train) 0.7671 | Acc(val) 0.7786 |*
