/root/WATS/model/calibrator.py:322: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ../torch/csrc/utils/tensor_new.cpp:274.)
  torch.tensor([L.row, L.col]),
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: citeseer | #Nodes: 3327 | #Edges: 12431 | #Classes: 6 |#Features: 3703
Epoch 00175 | Loss(train) 1.2127 | Acc(train) 0.5711 | Acc(val) 0.6807 |
Epoch 00176 | Loss(train) 1.2456 | Acc(train) 0.5671 | Acc(val) 0.6747 |
Epoch 00177 | Loss(train) 1.1917 | Acc(train) 0.5972 | Acc(val) 0.6747 |
Epoch 00178 | Loss(train) 1.1992 | Acc(train) 0.5912 | Acc(val) 0.6807 |
Epoch 00179 | Loss(train) 1.2067 | Acc(train) 0.5992 | Acc(val) 0.6807 |
Epoch 00180 | Loss(train) 1.2289 | Acc(train) 0.5651 | Acc(val) 0.6807 |
Epoch 00181 | Loss(train) 1.3278 | Acc(train) 0.5571 | Acc(val) 0.6687 |
Epoch 00182 | Loss(train) 1.2106 | Acc(train) 0.5832 | Acc(val) 0.6687 |
Epoch 00183 | Loss(train) 1.2222 | Acc(train) 0.5691 | Acc(val) 0.6627 |
Epoch 00184 | Loss(train) 1.2498 | Acc(train) 0.5711 | Acc(val) 0.6506 |
Epoch 00185 | Loss(train) 1.2694 | Acc(train) 0.5731 | Acc(val) 0.6446 |
Epoch 00186 | Loss(train) 1.2223 | Acc(train) 0.5852 | Acc(val) 0.6506 |
Epoch 00187 | Loss(train) 1.2541 | Acc(train) 0.5932 | Acc(val) 0.6506 |
Epoch 00188 | Loss(train) 1.2464 | Acc(train) 0.5671 | Acc(val) 0.6386 |
Epoch 00189 | Loss(train) 1.2582 | Acc(train) 0.5792 | Acc(val) 0.6627 |
Epoch 00190 | Loss(train) 1.2581 | Acc(train) 0.5431 | Acc(val) 0.6627 |
Epoch 00191 | Loss(train) 1.2499 | Acc(train) 0.6032 | Acc(val) 0.6566 |
Epoch 00192 | Loss(train) 1.2028 | Acc(train) 0.6172 | Acc(val) 0.6687 |
Epoch 00193 | Loss(train) 1.2048 | Acc(train) 0.5952 | Acc(val) 0.6566 |
Epoch 00194 | Loss(train) 1.2342 | Acc(train) 0.5571 | Acc(val) 0.6506 |
Epoch 00195 | Loss(train) 1.1862 | Acc(train) 0.5832 | Acc(val) 0.6687 |
Epoch 00196 | Loss(train) 1.1839 | Acc(train) 0.5972 | Acc(val) 0.6988 |*
Epoch 00197 | Loss(train) 1.2485 | Acc(train) 0.5772 | Acc(val) 0.6988 |
Epoch 00198 | Loss(train) 1.2018 | Acc(train) 0.6092 | Acc(val) 0.6687 |
Epoch 00199 | Loss(train) 1.2588 | Acc(train) 0.5671 | Acc(val) 0.6627 |
Epoch 00200 | Loss(train) 1.1970 | Acc(train) 0.6152 | Acc(val) 0.6566 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 3703, 'out_dim': 6}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 112.41 MB
GPU Memory Reserved: 184.00 MB
Exp 7/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.7684 | Acc(train) 0.2064 | Acc(val) 0.2410 |*
Epoch 00002 | Loss(train) 1.7669 | Acc(train) 0.2124 | Acc(val) 0.2470 |*
Epoch 00003 | Loss(train) 1.7613 | Acc(train) 0.2305 | Acc(val) 0.2530 |*
Epoch 00004 | Loss(train) 1.7572 | Acc(train) 0.2224 | Acc(val) 0.2530 |
Epoch 00005 | Loss(train) 1.7567 | Acc(train) 0.2565 | Acc(val) 0.2470 |
Epoch 00006 | Loss(train) 1.7546 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00007 | Loss(train) 1.7524 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00008 | Loss(train) 1.7488 | Acc(train) 0.2164 | Acc(val) 0.2470 |
Epoch 00009 | Loss(train) 1.7464 | Acc(train) 0.2144 | Acc(val) 0.2470 |
Epoch 00010 | Loss(train) 1.7407 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00011 | Loss(train) 1.7440 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00012 | Loss(train) 1.7432 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00013 | Loss(train) 1.7320 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00014 | Loss(train) 1.7459 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00015 | Loss(train) 1.7371 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00016 | Loss(train) 1.7281 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00017 | Loss(train) 1.7316 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00018 | Loss(train) 1.7287 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Epoch 00019 | Loss(train) 1.7291 | Acc(train) 0.2505 | Acc(val) 0.2470 |
Epoch 00020 | Loss(train) 1.7262 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Epoch 00021 | Loss(train) 1.7321 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00022 | Loss(train) 1.7277 | Acc(train) 0.2425 | Acc(val) 0.2470 |
Epoch 00023 | Loss(train) 1.7281 | Acc(train) 0.2224 | Acc(val) 0.2470 |
Epoch 00024 | Loss(train) 1.7234 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Epoch 00025 | Loss(train) 1.7210 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00026 | Loss(train) 1.7138 | Acc(train) 0.2465 | Acc(val) 0.2470 |
Epoch 00027 | Loss(train) 1.7179 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00028 | Loss(train) 1.7232 | Acc(train) 0.2445 | Acc(val) 0.2470 |
Epoch 00029 | Loss(train) 1.7154 | Acc(train) 0.2585 | Acc(val) 0.2470 |
Epoch 00030 | Loss(train) 1.7135 | Acc(train) 0.2485 | Acc(val) 0.2470 |
Epoch 00031 | Loss(train) 1.7144 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Epoch 00032 | Loss(train) 1.7065 | Acc(train) 0.2505 | Acc(val) 0.2470 |
Epoch 00033 | Loss(train) 1.7100 | Acc(train) 0.2445 | Acc(val) 0.2470 |
Epoch 00034 | Loss(train) 1.7047 | Acc(train) 0.2465 | Acc(val) 0.2470 |
Epoch 00035 | Loss(train) 1.7005 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00036 | Loss(train) 1.7009 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00037 | Loss(train) 1.7057 | Acc(train) 0.2545 | Acc(val) 0.2470 |
Epoch 00038 | Loss(train) 1.6938 | Acc(train) 0.2465 | Acc(val) 0.2470 |
Epoch 00039 | Loss(train) 1.6951 | Acc(train) 0.2485 | Acc(val) 0.2470 |
Epoch 00040 | Loss(train) 1.6973 | Acc(train) 0.2425 | Acc(val) 0.2470 |
Epoch 00041 | Loss(train) 1.6914 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00042 | Loss(train) 1.6849 | Acc(train) 0.2545 | Acc(val) 0.2470 |
Epoch 00043 | Loss(train) 1.6854 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00044 | Loss(train) 1.6824 | Acc(train) 0.2565 | Acc(val) 0.2470 |
Epoch 00045 | Loss(train) 1.6759 | Acc(train) 0.2725 | Acc(val) 0.2470 |
Epoch 00046 | Loss(train) 1.6733 | Acc(train) 0.2645 | Acc(val) 0.2470 |
Epoch 00047 | Loss(train) 1.6840 | Acc(train) 0.2645 | Acc(val) 0.2470 |
Epoch 00048 | Loss(train) 1.6674 | Acc(train) 0.2766 | Acc(val) 0.2530 |
Epoch 00049 | Loss(train) 1.6581 | Acc(train) 0.2926 | Acc(val) 0.2530 |
Epoch 00050 | Loss(train) 1.6562 | Acc(train) 0.2966 | Acc(val) 0.2590 |*
Epoch 00051 | Loss(train) 1.6563 | Acc(train) 0.3026 | Acc(val) 0.2590 |
Epoch 00052 | Loss(train) 1.6479 | Acc(train) 0.3587 | Acc(val) 0.2831 |*
Epoch 00053 | Loss(train) 1.6575 | Acc(train) 0.3166 | Acc(val) 0.3072 |*
Epoch 00054 | Loss(train) 1.6417 | Acc(train) 0.3327 | Acc(val) 0.3735 |*
Epoch 00055 | Loss(train) 1.6358 | Acc(train) 0.3407 | Acc(val) 0.3916 |*
Epoch 00056 | Loss(train) 1.6428 | Acc(train) 0.3467 | Acc(val) 0.4217 |*
Epoch 00057 | Loss(train) 1.6155 | Acc(train) 0.4008 | Acc(val) 0.4217 |
Epoch 00058 | Loss(train) 1.6292 | Acc(train) 0.4028 | Acc(val) 0.4398 |*
Epoch 00059 | Loss(train) 1.6521 | Acc(train) 0.4008 | Acc(val) 0.4639 |*
Epoch 00060 | Loss(train) 1.6196 | Acc(train) 0.4088 | Acc(val) 0.4639 |
Epoch 00061 | Loss(train) 1.5959 | Acc(train) 0.3908 | Acc(val) 0.4699 |*
Epoch 00062 | Loss(train) 1.6328 | Acc(train) 0.3968 | Acc(val) 0.4759 |*
Epoch 00063 | Loss(train) 1.5878 | Acc(train) 0.4429 | Acc(val) 0.4819 |*
Epoch 00064 | Loss(train) 1.6026 | Acc(train) 0.4489 | Acc(val) 0.4699 |
Epoch 00065 | Loss(train) 1.5793 | Acc(train) 0.4289 | Acc(val) 0.4458 |
Epoch 00066 | Loss(train) 1.5647 | Acc(train) 0.4088 | Acc(val) 0.4337 |
Epoch 00067 | Loss(train) 1.5607 | Acc(train) 0.4008 | Acc(val) 0.4518 |
Epoch 00068 | Loss(train) 1.5602 | Acc(train) 0.4168 | Acc(val) 0.4699 |
Epoch 00069 | Loss(train) 1.5472 | Acc(train) 0.3948 | Acc(val) 0.4940 |*
Epoch 00070 | Loss(train) 1.5238 | Acc(train) 0.4329 | Acc(val) 0.5060 |*
Epoch 00071 | Loss(train) 1.5282 | Acc(train) 0.4589 | Acc(val) 0.4759 |
Epoch 00072 | Loss(train) 1.5283 | Acc(train) 0.4529 | Acc(val) 0.4639 |
Epoch 00073 | Loss(train) 1.5287 | Acc(train) 0.4609 | Acc(val) 0.4759 |
Epoch 00074 | Loss(train) 1.4936 | Acc(train) 0.4649 | Acc(val) 0.5060 |
Epoch 00075 | Loss(train) 1.5204 | Acc(train) 0.4689 | Acc(val) 0.5542 |*
Epoch 00076 | Loss(train) 1.4927 | Acc(train) 0.4529 | Acc(val) 0.5602 |*
Epoch 00077 | Loss(train) 1.4852 | Acc(train) 0.4369 | Acc(val) 0.5542 |
Epoch 00078 | Loss(train) 1.4678 | Acc(train) 0.4790 | Acc(val) 0.5602 |
Epoch 00079 | Loss(train) 1.4619 | Acc(train) 0.4729 | Acc(val) 0.5422 |
Epoch 00080 | Loss(train) 1.4653 | Acc(train) 0.4850 | Acc(val) 0.5181 |
Epoch 00081 | Loss(train) 1.4574 | Acc(train) 0.4810 | Acc(val) 0.5181 |
Epoch 00082 | Loss(train) 1.4430 | Acc(train) 0.4709 | Acc(val) 0.5361 |
Epoch 00083 | Loss(train) 1.4224 | Acc(train) 0.4489 | Acc(val) 0.5542 |
Epoch 00084 | Loss(train) 1.4267 | Acc(train) 0.4389 | Acc(val) 0.5301 |
Epoch 00085 | Loss(train) 1.4680 | Acc(train) 0.4309 | Acc(val) 0.5301 |
Epoch 00086 | Loss(train) 1.4077 | Acc(train) 0.4689 | Acc(val) 0.5241 |
Epoch 00087 | Loss(train) 1.3986 | Acc(train) 0.4709 | Acc(val) 0.5181 |
Epoch 00088 | Loss(train) 1.3911 | Acc(train) 0.4870 | Acc(val) 0.5060 |
Epoch 00089 | Loss(train) 1.4617 | Acc(train) 0.4529 | Acc(val) 0.5241 |
Epoch 00090 | Loss(train) 1.3594 | Acc(train) 0.5230 | Acc(val) 0.5542 |
Epoch 00091 | Loss(train) 1.3705 | Acc(train) 0.4950 | Acc(val) 0.5542 |
Epoch 00092 | Loss(train) 1.3840 | Acc(train) 0.4749 | Acc(val) 0.5663 |*
Epoch 00093 | Loss(train) 1.4514 | Acc(train) 0.5050 | Acc(val) 0.5602 |
Epoch 00094 | Loss(train) 1.3663 | Acc(train) 0.5230 | Acc(val) 0.5663 |
Epoch 00095 | Loss(train) 1.3779 | Acc(train) 0.5130 | Acc(val) 0.5602 |
Epoch 00096 | Loss(train) 1.3762 | Acc(train) 0.4589 | Acc(val) 0.5843 |*
Epoch 00097 | Loss(train) 1.3655 | Acc(train) 0.5050 | Acc(val) 0.6265 |*
Epoch 00098 | Loss(train) 1.3328 | Acc(train) 0.4990 | Acc(val) 0.6084 |
Epoch 00099 | Loss(train) 1.3918 | Acc(train) 0.4870 | Acc(val) 0.6265 |
Epoch 00100 | Loss(train) 1.3376 | Acc(train) 0.4910 | Acc(val) 0.6446 |*
Epoch 00101 | Loss(train) 1.3919 | Acc(train) 0.4970 | Acc(val) 0.6325 |
Epoch 00102 | Loss(train) 1.3602 | Acc(train) 0.5050 | Acc(val) 0.6265 |
Epoch 00103 | Loss(train) 1.3486 | Acc(train) 0.5210 | Acc(val) 0.6024 |
Epoch 00104 | Loss(train) 1.3549 | Acc(train) 0.5351 | Acc(val) 0.5843 |
Epoch 00105 | Loss(train) 1.3543 | Acc(train) 0.5371 | Acc(val) 0.5843 |
Epoch 00106 | Loss(train) 1.3500 | Acc(train) 0.5170 | Acc(val) 0.5783 |
Epoch 00107 | Loss(train) 1.3558 | Acc(train) 0.5291 | Acc(val) 0.5904 |
Epoch 00108 | Loss(train) 1.3436 | Acc(train) 0.5030 | Acc(val) 0.6024 |
Epoch 00109 | Loss(train) 1.2869 | Acc(train) 0.5591 | Acc(val) 0.6325 |
Epoch 00110 | Loss(train) 1.2900 | Acc(train) 0.5611 | Acc(val) 0.6506 |*
Epoch 00111 | Loss(train) 1.3221 | Acc(train) 0.5731 | Acc(val) 0.6446 |
Epoch 00112 | Loss(train) 1.3093 | Acc(train) 0.5331 | Acc(val) 0.6446 |
Epoch 00113 | Loss(train) 1.3424 | Acc(train) 0.5291 | Acc(val) 0.6566 |*
Epoch 00114 | Loss(train) 1.3195 | Acc(train) 0.5291 | Acc(val) 0.6566 |
Epoch 00115 | Loss(train) 1.3035 | Acc(train) 0.5150 | Acc(val) 0.6506 |
Epoch 00116 | Loss(train) 1.3638 | Acc(train) 0.5090 | Acc(val) 0.6325 |
Epoch 00117 | Loss(train) 1.3737 | Acc(train) 0.5251 | Acc(val) 0.6265 |
Epoch 00118 | Loss(train) 1.3112 | Acc(train) 0.5371 | Acc(val) 0.6386 |
Epoch 00119 | Loss(train) 1.2965 | Acc(train) 0.5451 | Acc(val) 0.6446 |
Epoch 00120 | Loss(train) 1.3179 | Acc(train) 0.5030 | Acc(val) 0.6386 |
Epoch 00121 | Loss(train) 1.2820 | Acc(train) 0.5551 | Acc(val) 0.6386 |
Epoch 00122 | Loss(train) 1.3198 | Acc(train) 0.5391 | Acc(val) 0.6446 |
Epoch 00123 | Loss(train) 1.2733 | Acc(train) 0.5551 | Acc(val) 0.6627 |*
Epoch 00124 | Loss(train) 1.2804 | Acc(train) 0.5551 | Acc(val) 0.6687 |*
Epoch 00125 | Loss(train) 1.2822 | Acc(train) 0.5631 | Acc(val) 0.6687 |
Epoch 00126 | Loss(train) 1.3520 | Acc(train) 0.5271 | Acc(val) 0.6747 |*
Epoch 00127 | Loss(train) 1.3441 | Acc(train) 0.5611 | Acc(val) 0.6988 |*
Epoch 00128 | Loss(train) 1.3379 | Acc(train) 0.5631 | Acc(val) 0.6928 |
Epoch 00129 | Loss(train) 1.2654 | Acc(train) 0.5551 | Acc(val) 0.6928 |
Epoch 00130 | Loss(train) 1.2819 | Acc(train) 0.5832 | Acc(val) 0.6807 |
Epoch 00131 | Loss(train) 1.2882 | Acc(train) 0.5691 | Acc(val) 0.6687 |
Epoch 00132 | Loss(train) 1.3174 | Acc(train) 0.5491 | Acc(val) 0.6867 |
Epoch 00133 | Loss(train) 1.2582 | Acc(train) 0.5591 | Acc(val) 0.6807 |
Epoch 00134 | Loss(train) 1.3451 | Acc(train) 0.5651 | Acc(val) 0.6807 |
Epoch 00135 | Loss(train) 1.2853 | Acc(train) 0.5792 | Acc(val) 0.6747 |
Epoch 00136 | Loss(train) 1.2672 | Acc(train) 0.5752 | Acc(val) 0.6566 |
Epoch 00137 | Loss(train) 1.2965 | Acc(train) 0.5872 | Acc(val) 0.6566 |
Epoch 00138 | Loss(train) 1.2425 | Acc(train) 0.5591 | Acc(val) 0.6566 |
Epoch 00139 | Loss(train) 1.2501 | Acc(train) 0.5772 | Acc(val) 0.6386 |
Epoch 00140 | Loss(train) 1.2529 | Acc(train) 0.5671 | Acc(val) 0.6446 |
Epoch 00141 | Loss(train) 1.2951 | Acc(train) 0.5611 | Acc(val) 0.6386 |
Epoch 00142 | Loss(train) 1.2557 | Acc(train) 0.5511 | Acc(val) 0.6386 |
Epoch 00143 | Loss(train) 1.2620 | Acc(train) 0.5511 | Acc(val) 0.6506 |
Epoch 00144 | Loss(train) 1.2641 | Acc(train) 0.5671 | Acc(val) 0.6627 |
Epoch 00145 | Loss(train) 1.2601 | Acc(train) 0.5471 | Acc(val) 0.6506 |
Epoch 00146 | Loss(train) 1.2414 | Acc(train) 0.5531 | Acc(val) 0.6506 |
Epoch 00147 | Loss(train) 1.2225 | Acc(train) 0.5912 | Acc(val) 0.6446 |
Epoch 00148 | Loss(train) 1.2208 | Acc(train) 0.5511 | Acc(val) 0.6566 |
Epoch 00149 | Loss(train) 1.2184 | Acc(train) 0.5711 | Acc(val) 0.6566 |
Epoch 00150 | Loss(train) 1.2389 | Acc(train) 0.5731 | Acc(val) 0.6566 |
Epoch 00151 | Loss(train) 1.2299 | Acc(train) 0.5972 | Acc(val) 0.6566 |
Epoch 00152 | Loss(train) 1.2524 | Acc(train) 0.5431 | Acc(val) 0.6807 |
Epoch 00153 | Loss(train) 1.2538 | Acc(train) 0.5591 | Acc(val) 0.6807 |
Epoch 00154 | Loss(train) 1.2277 | Acc(train) 0.5411 | Acc(val) 0.6747 |
Epoch 00155 | Loss(train) 1.2809 | Acc(train) 0.5691 | Acc(val) 0.6747 |
Epoch 00156 | Loss(train) 1.2590 | Acc(train) 0.5912 | Acc(val) 0.6928 |
Epoch 00157 | Loss(train) 1.2218 | Acc(train) 0.6112 | Acc(val) 0.6928 |
Epoch 00158 | Loss(train) 1.2259 | Acc(train) 0.5651 | Acc(val) 0.6928 |
Epoch 00159 | Loss(train) 1.2403 | Acc(train) 0.5611 | Acc(val) 0.6867 |
Epoch 00160 | Loss(train) 1.2150 | Acc(train) 0.5912 | Acc(val) 0.6747 |
Epoch 00161 | Loss(train) 1.2512 | Acc(train) 0.5792 | Acc(val) 0.6747 |
Epoch 00162 | Loss(train) 1.2148 | Acc(train) 0.6072 | Acc(val) 0.6687 |
Epoch 00163 | Loss(train) 1.2010 | Acc(train) 0.5872 | Acc(val) 0.6687 |
Epoch 00164 | Loss(train) 1.2417 | Acc(train) 0.5631 | Acc(val) 0.6747 |
Epoch 00165 | Loss(train) 1.2164 | Acc(train) 0.5792 | Acc(val) 0.6747 |
Epoch 00166 | Loss(train) 1.2133 | Acc(train) 0.6072 | Acc(val) 0.6687 |
Epoch 00167 | Loss(train) 1.3172 | Acc(train) 0.5491 | Acc(val) 0.6747 |
Epoch 00168 | Loss(train) 1.2976 | Acc(train) 0.5691 | Acc(val) 0.6566 |
Epoch 00169 | Loss(train) 1.2254 | Acc(train) 0.5772 | Acc(val) 0.6446 |
Epoch 00170 | Loss(train) 1.2533 | Acc(train) 0.5611 | Acc(val) 0.6627 |
Epoch 00171 | Loss(train) 1.1948 | Acc(train) 0.5972 | Acc(val) 0.6747 |
Epoch 00172 | Loss(train) 1.2323 | Acc(train) 0.6293 | Acc(val) 0.6807 |
Epoch 00173 | Loss(train) 1.2603 | Acc(train) 0.5491 | Acc(val) 0.6807 |
Epoch 00174 | Loss(train) 1.2171 | Acc(train) 0.5731 | Acc(val) 0.6867 |
Epoch 00175 | Loss(train) 1.2098 | Acc(train) 0.5792 | Acc(val) 0.6687 |
Epoch 00176 | Loss(train) 1.2417 | Acc(train) 0.5671 | Acc(val) 0.6687 |
Early stopping at epoch 176
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 3703, 'out_dim': 6}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 112.41 MB
GPU Memory Reserved: 184.00 MB
Exp 8/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.8244 | Acc(train) 0.1423 | Acc(val) 0.1386 |*
Epoch 00002 | Loss(train) 1.8184 | Acc(train) 0.1303 | Acc(val) 0.1386 |
Epoch 00003 | Loss(train) 1.8109 | Acc(train) 0.1463 | Acc(val) 0.1386 |
Epoch 00004 | Loss(train) 1.8061 | Acc(train) 0.1463 | Acc(val) 0.1386 |
Epoch 00005 | Loss(train) 1.8001 | Acc(train) 0.1543 | Acc(val) 0.1386 |
Epoch 00006 | Loss(train) 1.7965 | Acc(train) 0.1784 | Acc(val) 0.2771 |*
Epoch 00007 | Loss(train) 1.7938 | Acc(train) 0.1844 | Acc(val) 0.1627 |
Epoch 00008 | Loss(train) 1.7845 | Acc(train) 0.2184 | Acc(val) 0.1627 |
Epoch 00009 | Loss(train) 1.7808 | Acc(train) 0.2305 | Acc(val) 0.1687 |
Epoch 00010 | Loss(train) 1.7728 | Acc(train) 0.2305 | Acc(val) 0.1687 |
Epoch 00011 | Loss(train) 1.7719 | Acc(train) 0.2164 | Acc(val) 0.1627 |
Epoch 00012 | Loss(train) 1.7813 | Acc(train) 0.2084 | Acc(val) 0.1867 |
Epoch 00013 | Loss(train) 1.7664 | Acc(train) 0.2184 | Acc(val) 0.2229 |
Epoch 00014 | Loss(train) 1.7704 | Acc(train) 0.2104 | Acc(val) 0.2530 |
Epoch 00015 | Loss(train) 1.7537 | Acc(train) 0.2265 | Acc(val) 0.2771 |
Epoch 00016 | Loss(train) 1.7507 | Acc(train) 0.2305 | Acc(val) 0.2651 |
Epoch 00017 | Loss(train) 1.7464 | Acc(train) 0.2425 | Acc(val) 0.2771 |
Epoch 00018 | Loss(train) 1.7683 | Acc(train) 0.1804 | Acc(val) 0.2831 |*
Epoch 00019 | Loss(train) 1.7605 | Acc(train) 0.2124 | Acc(val) 0.2771 |
Epoch 00020 | Loss(train) 1.7501 | Acc(train) 0.2285 | Acc(val) 0.2831 |
Epoch 00021 | Loss(train) 1.7436 | Acc(train) 0.2345 | Acc(val) 0.2771 |
Epoch 00022 | Loss(train) 1.7331 | Acc(train) 0.2285 | Acc(val) 0.2771 |
Epoch 00023 | Loss(train) 2.0778 | Acc(train) 0.2485 | Acc(val) 0.2771 |
Epoch 00024 | Loss(train) 1.7265 | Acc(train) 0.2445 | Acc(val) 0.2771 |
Epoch 00025 | Loss(train) 1.7472 | Acc(train) 0.2305 | Acc(val) 0.2771 |
Epoch 00026 | Loss(train) 1.7362 | Acc(train) 0.2525 | Acc(val) 0.2831 |
Epoch 00027 | Loss(train) 1.7187 | Acc(train) 0.2505 | Acc(val) 0.2831 |
Epoch 00028 | Loss(train) 1.7372 | Acc(train) 0.2024 | Acc(val) 0.2711 |
Epoch 00029 | Loss(train) 1.7379 | Acc(train) 0.2325 | Acc(val) 0.2711 |
Epoch 00030 | Loss(train) 1.7346 | Acc(train) 0.2285 | Acc(val) 0.2651 |
Epoch 00031 | Loss(train) 1.7216 | Acc(train) 0.2224 | Acc(val) 0.2651 |
Epoch 00032 | Loss(train) 1.7259 | Acc(train) 0.2325 | Acc(val) 0.2590 |
Epoch 00033 | Loss(train) 1.7216 | Acc(train) 0.2365 | Acc(val) 0.2590 |
Epoch 00034 | Loss(train) 1.7234 | Acc(train) 0.2545 | Acc(val) 0.2590 |
Epoch 00035 | Loss(train) 1.7273 | Acc(train) 0.2405 | Acc(val) 0.2590 |
Epoch 00036 | Loss(train) 1.7880 | Acc(train) 0.2605 | Acc(val) 0.2530 |
Epoch 00037 | Loss(train) 1.7148 | Acc(train) 0.2625 | Acc(val) 0.2530 |
Epoch 00038 | Loss(train) 1.7275 | Acc(train) 0.2265 | Acc(val) 0.2530 |
Epoch 00039 | Loss(train) 1.7095 | Acc(train) 0.2425 | Acc(val) 0.2530 |
Epoch 00040 | Loss(train) 1.7182 | Acc(train) 0.2425 | Acc(val) 0.2530 |
Epoch 00041 | Loss(train) 1.7226 | Acc(train) 0.2685 | Acc(val) 0.2530 |
Epoch 00042 | Loss(train) 1.7091 | Acc(train) 0.2485 | Acc(val) 0.2470 |
Epoch 00043 | Loss(train) 1.7196 | Acc(train) 0.2445 | Acc(val) 0.2470 |
Epoch 00044 | Loss(train) 1.7176 | Acc(train) 0.2485 | Acc(val) 0.2470 |
Epoch 00045 | Loss(train) 1.7172 | Acc(train) 0.2425 | Acc(val) 0.2530 |
Epoch 00046 | Loss(train) 1.7128 | Acc(train) 0.2545 | Acc(val) 0.2530 |
Epoch 00047 | Loss(train) 1.7160 | Acc(train) 0.2745 | Acc(val) 0.2470 |
Epoch 00048 | Loss(train) 1.7041 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00049 | Loss(train) 1.7141 | Acc(train) 0.2505 | Acc(val) 0.2470 |
Epoch 00050 | Loss(train) 1.7086 | Acc(train) 0.2525 | Acc(val) 0.2470 |
Epoch 00051 | Loss(train) 1.7064 | Acc(train) 0.2545 | Acc(val) 0.2470 |
Epoch 00052 | Loss(train) 1.6909 | Acc(train) 0.2685 | Acc(val) 0.2470 |
Epoch 00053 | Loss(train) 1.7123 | Acc(train) 0.2565 | Acc(val) 0.2530 |
Epoch 00054 | Loss(train) 1.6970 | Acc(train) 0.2385 | Acc(val) 0.2530 |
Epoch 00055 | Loss(train) 1.6792 | Acc(train) 0.2906 | Acc(val) 0.2530 |
Epoch 00056 | Loss(train) 1.6865 | Acc(train) 0.2946 | Acc(val) 0.2530 |
Epoch 00057 | Loss(train) 1.6957 | Acc(train) 0.2705 | Acc(val) 0.2530 |
Epoch 00058 | Loss(train) 1.6971 | Acc(train) 0.2685 | Acc(val) 0.2530 |
Epoch 00059 | Loss(train) 1.6835 | Acc(train) 0.2685 | Acc(val) 0.2530 |
Epoch 00060 | Loss(train) 1.6830 | Acc(train) 0.2565 | Acc(val) 0.2470 |
